"date","rank","song","artist"
"2019-01-01",1,"Thank U, Next","Ariana Grande"
"2019-01-01",2,"Without Me","Halsey"
"2019-01-01",3,"All I Want For Christmas Is You","Mariah Carey"
"2019-01-01",4,"Sicko Mode","Travis Scott"
"2019-01-01",5,"Sunflower (Spider-Man: Into The Spider-Verse)","Post Malone & Swae Lee"
"2019-01-01",6,"High Hopes","Panic! At The Disco"
"2019-01-01",7,"Happier","Marshmello & Bastille"
"2019-01-01",8,"Jingle Bell Rock","Bobby Helms"
"2019-01-01",9,"Rockin' Around The Christmas Tree","Brenda Lee"
"2019-01-01",10,"A Holly Jolly Christmas","Burl Ives"
"2019-01-01",11,"The Christmas Song (Merry Christmas To You)","Nat ""King"" Cole"
"2019-01-01",12,"Drip Too Hard","Lil Baby & Gunna"
"2019-01-01",13,"It's The Most Wonderful Time Of The Year","Andy Williams"
"2019-01-01",14,"Girls Like You","Maroon 5 Featuring Cardi B"
"2019-01-01",15,"ZEZE","Kodak Black Featuring Travis Scott & Offset"
"2019-01-01",16,"Rudolph The Red-Nosed Reindeer","Gene Autry & The Pinafores"
"2019-01-01",17,"Mo Bamba","Sheck Wes"
"2019-01-01",18,"Wake Up In The Sky","Gucci Mane X Bruno Mars X Kodak Black"
"2019-01-01",19,"Money","Cardi B"
"2019-01-01",20,"Let It Snow! Let It Snow! Let It Snow!","Dean Martin"
"2019-01-01",21,"Eastside","benny blanco, Halsey & Khalid"
"2019-01-01",22,"Breathin","Ariana Grande"
"2019-01-01",23,"Better Now","Post Malone"
"2019-01-01",24,"Youngblood","5 Seconds Of Summer"
"2019-01-01",25,"Last Christmas","Wham!"
"2019-01-01",26,"Sleigh Ride","The Ronettes"
"2019-01-01",27,"Lucid Dreams","Juice WRLD"
"2019-01-01",28,"Here Comes Santa Claus (Right Down Santa Claus Lane)","Gene Autry"
"2019-01-01",29,"Feliz Navidad","Jose Feliciano"
"2019-01-01",30,"Taki Taki","DJ Snake Featuring Selena Gomez, Ozuna & Cardi B"
"2019-01-01",31,"MIA","Bad Bunny Featuring Drake"
"2019-01-01",32,"(There's No Place Like) Home For The Holidays (1959)","Perry Como With Mitchell Ayers And His Orchestra"
"2019-01-01",33,"Leave Me Alone","Flipp Dinero"
"2019-01-01",34,"White Christmas (1947)","Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra"
"2019-01-01",35,"It's Beginning To Look A Lot Like Christmas","Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra"
"2019-01-01",36,"Going Bad","Meek Mill Featuring Drake"
"2019-01-01",37,"A Lot","NEW"
"2019-01-01",38,"Trip","NEW"
"2019-01-01",39,"I Like It","21 Savage"
"2019-01-01",40,"Blue Christmas","Ella Mai"
"2019-01-01",41,"Speechless","Cardi B, Bad Bunny & J Balvin"
"2019-01-01",42,"Happy Xmas (War Is Over)","NEW"
"2019-01-01",43,"Christmas (Baby Please Come Home)","NEW"
"2019-01-01",44,"Underneath The Tree","Elvis Presley"
"2019-01-01",45,"Run Rudolph Run","Dan + Shay"
"2019-01-01",46,"Natural","John & Yoko/The Plastic Ono Band With The Harlem Community Choir"
"2019-01-01",47,"Wow.","Darlene Love"
"2019-01-01",48,"Love Lies","RE- ENTRY"
"2019-01-01",49,"Jingle Bells","RE- ENTRY"
"2019-01-01",50,"Beautiful","Kelly Clarkson"
"2019-01-01",51,"Better","RE- ENTRY"
"2019-01-01",52,"Shallow","RE- ENTRY"
"2019-01-01",53,"Cozy Little Christmas","Chuck Berry"
"2019-01-01",54,"She Got The Best Of Me","Imagine Dragons"
"2019-01-01",55,"The Christmas Song","NEW"
"2019-01-01",56,"Uproar","NEW"
"2019-01-01",57,"Swervin","Post Malone"
"2019-01-01",58,"Can't Leave Without It","Khalid & Normani"
"2019-01-01",59,"You Say","NEW"
"2019-01-01",60,"Close To Me","NEW"
"2019-01-01",61,"Best Shot","Frank Sinatra With The Orchestra & Chorus Of Gordon Jenkins"
"2019-01-01",62,"Dangerous","Bazzi Featuring Camila Cabello"
"2019-01-01",63,"Be Alright","Khalid"
"2019-01-01",64,"Drunk Me","Lady Gaga & Bradley Cooper"
"2019-01-01",65,"Startender","Katy Perry"
"2019-01-01",66,"Look Back At It","Luke Combs"
"2019-01-01",67,"All My Friends","Lauren Daigle"
"2019-01-01",68,"BAD!","Lil Wayne"
"2019-01-01",69,"Backin' It Up","NEW"
"2019-01-01",70,"Break Da Law","NEW"
"2019-01-01",71,"Imagine","A Boogie Wit da Hoodie Featuring 6ix9ine"
"2019-01-01",72,"Talk To Me","NEW"
"2019-01-01",73,"Monster","NEW"
"2019-01-01",74,"Calling My Spirit","21 Savage"
"2019-01-01",75,"Consequences","Lauren Daigle"
"2019-01-01",76,"Armed And Dangerous","Ellie Goulding X Diplo Featuring Swae Lee"
"2019-01-01",77,"Arms Around You","Jimmie Allen"
"2019-01-01",78,"Nothing Breaks Like A Heart","Meek Mill Featuring Jeremih & PnB Rock"
"2019-01-01",79,"Sixteen","Dean Lewis"
"2019-01-01",80,"Burning Man","Mitchell Tenpenny"
"2019-01-01",81,"Beautiful Crazy","NEW"
"2019-01-01",82,"When The Party's Over","NEW"
"2019-01-01",83,"Sweet But Psycho","A Boogie Wit da Hoodie Featuring Offset & Tyga"
"2019-01-01",84,"This Feeling","A Boogie Wit da Hoodie"
"2019-01-01",85,"You","NEW"
"2019-01-01",86,"1.5","NEW"
"2019-01-01",87,"Girl Like You","21 Savage"
"2019-01-01",88,"Out For The Night","XXXTENTACION"
"2019-01-01",89,"Good Girl","Pardison Fontaine Featuring Cardi B"
"2019-01-01",90,"No Stylist","NEW"
"2019-01-01",91,"Lovely","NEW"
"2019-01-01",92,"Ella Quiere Beber","21 Savage"
"2019-01-01",93,"Gun Smoke","Ariana Grande"
"2019-01-01",94,"Demons And Angels","Tory Lanez & Rich The Kid"
"2019-01-01",95,"ASMR","NEW"
"2019-01-01",96,"Last Shot","NEW"
"2019-01-01",97,"Fine China","21 Savage"
"2019-01-01",98,"Envy Me","Kodak Black"
"2019-01-01",99,"Lost In Japan","Camila Cabello"
"2019-01-01",100,"This Is It","Juice WRLD"
"2019-01-08",1,"Without Me","Halsey"
"2019-01-08",2,"Thank U, Next","Ariana Grande"
"2019-01-08",3,"Sunflower (Spider-Man: Into The Spider-Verse)","Post Malone & Swae Lee"
"2019-01-08",4,"Sicko Mode","Travis Scott"
"2019-01-08",5,"High Hopes","Panic! At The Disco"
"2019-01-08",6,"Happier","Marshmello & Bastille"
"2019-01-08",7,"Girls Like You","Maroon 5 Featuring Cardi B"
"2019-01-08",8,"Drip Too Hard","Lil Baby & Gunna"
"2019-01-08",9,"ZEZE","Kodak Black Featuring Travis Scott & Offset"
"2019-01-08",10,"Better Now","Post Malone"
"2019-01-08",11,"Eastside","benny blanco, Halsey & Khalid"
"2019-01-08",12,"Wake Up In The Sky","Gucci Mane X Bruno Mars X Kodak Black"
"2019-01-08",13,"Wow.","Post Malone"
"2019-01-08",14,"Youngblood","5 Seconds Of Summer"
"2019-01-08",15,"Mo Bamba","Sheck Wes"
"2019-01-08",16,"Breathin","Ariana Grande"
"2019-01-08",17,"Money","Cardi B"
"2019-01-08",18,"Lucid Dreams","Juice WRLD"
"2019-01-08",19,"Taki Taki","DJ Snake Featuring Selena Gomez, Ozuna & Cardi B"
"2019-01-08",20,"MIA","Bad Bunny Featuring Drake"
"2019-01-08",21,"Going Bad","Meek Mill Featuring Drake"
"2019-01-08",22,"Leave Me Alone","Flipp Dinero"
"2019-01-08",23,"Trip","Ella Mai"
"2019-01-08",24,"Speechless","Dan + Shay"
"2019-01-08",25,"Natural","Imagine Dragons"
"2019-01-08",26,"I Like It","Cardi B, Bad Bunny & J Balvin"
"2019-01-08",27,"Love Lies","Khalid & Normani"
"2019-01-08",28,"Beautiful","Bazzi Featuring Camila Cabello"
"2019-01-08",29,"Shallow","Lady Gaga & Bradley Cooper"
"2019-01-08",30,"Better","Khalid"
