"date","rank","song","artist"
"2005-01-01",1,"Let Me Love You","Mario"
"2005-01-01",2,"Drop It Like It's Hot","Snoop Dogg Featuring Pharrell"
"2005-01-01",3,"1, 2 Step","Ciara Featuring Missy Elliott"
"2005-01-01",4,"Soldier","Destiny's Child Featuring T.I. & Lil Wayne"
"2005-01-01",5,"Lovers And Friends","Lil Jon & The East Side Boyz Featuring Usher & Ludacris"
"2005-01-01",6,"My Boo","Usher And Alicia Keys"
"2005-01-01",7,"Over And Over","Nelly Featuring Tim McGraw"
"2005-01-01",8,"Wonderful","Ja Rule Featuring R. Kelly & Ashanti"
"2005-01-01",9,"Lose My Breath","Destiny's Child"
"2005-01-01",10,"I Don't Want To Be","Gavin DeGraw"
"2005-01-01",11,"Disco Inferno","50 Cent"
"2005-01-01",12,"Breakaway","Kelly Clarkson"
"2005-01-01",13,"Get Back","Ludacris"
"2005-01-01",14,"Only U","Ashanti"
"2005-01-01",15,"Let's Go","Trick Daddy Featuring Lil Jon & Twista"
"2005-01-01",16,"How We Do","The Game Featuring 50 Cent"
"2005-01-01",17,"She Will Be Loved","Maroon 5"
"2005-01-01",18,"Boulevard Of Broken Dreams","Green Day"
"2005-01-01",19,"Karma","Lloyd Banks Featuring Avant"
"2005-01-01",20,"Goodies","Ciara Featuring Petey Pablo"
"2005-01-01",21,"Dare You To Move","Switchfoot"
"2005-01-01",22,"What U Gon' Do","Lil Jon & The East Side Boyz Featuring Lil Scrappy"
"2005-01-01",23,"U Make Me Wanna","Jadakiss Featuring Mariah Carey"
"2005-01-01",24,"Numb/Encore","Jay-Z/Linkin Park"
"2005-01-01",25,"Encore","Eminem, Dr. Dre & 50 Cent"
"2005-01-01",26,"Bring Em Out","T.I."
"2005-01-01",27,"New York","Ja Rule Featuring Fat Joe & Jadakiss"
"2005-01-01",28,"Oye Mi Canto","N.O.R.E. Featuring Daddy Yankee, Nina Sky, Gem Star & Big Mato"
"2005-01-01",29,"True","Ryan Cabrera"
"2005-01-01",30,"Daughters","John Mayer"
"2005-01-01",31,"Some Beach","Blake Shelton"
"2005-01-01",32,"Charlene","Anthony Hamilton"
"2005-01-01",33,"Breathe","Fabolous"
"2005-01-01",34,"Go D.J.","Lil Wayne"
"2005-01-01",35,"Back When","Tim McGraw"
"2005-01-01",36,"Broken","Seether Featuring Amy Lee"
"2005-01-01",37,"Vertigo","Kelly Clarkson"
"2005-01-01",38,"Since U Been Gone","Finger Eleven"
"2005-01-01",39,"One Thing","Jesse McCartney"
"2005-01-01",40,"Beautiful Soul","Ryan Cabrera"
"2005-01-01",41,"On The Way Down","Darryl Worley"
"2005-01-01",42,"Awful, Beautiful Life","JoJo Featuring Bow Wow"
"2005-01-01",43,"Baby It's You","Alicia Keys"
"2005-01-01",44,"Karma","Young Buck"
"2005-01-01",45,"Shorty Wanna Ride","Simple Plan"
"2005-01-01",46,"Welcome To My Life","Terror Squad"
"2005-01-01",47,"Lean Back","Avril Lavigne"
"2005-01-01",48,"Nobody's Home","Avril Lavigne"
"2005-01-01",49,"My Happy Ending","Daddy Yankee"
"2005-01-01",50,"Gasolina","Eminem"
"2005-01-01",51,"Just Lose It","Gretchen Wilson"
"2005-01-01",52,"When I Think About Cheatin'","Rascal Flatts"
"2005-01-01",53,"Bless The Broken Road","Dierks Bentley"
"2005-01-01",54,"How Am I Doin'","Brad Paisley"
"2005-01-01",55,"Mud On The Tires","Keith Urban"
"2005-01-01",56,"You're My Better Half","Gary Allan"
"2005-01-01",57,"Nothing On But The Radio","Kenny Chesney"
"2005-01-01",58,"The Woman With You","Chingy"
"2005-01-01",59,"Balla Baby","LeAnn Rimes"
"2005-01-01",60,"Nothin 'Bout Love Makes Sense","Lenny Kravitz"
"2005-01-01",61,"Lady","Goo Goo Dolls"
"2005-01-01",62,"Give A Little Bit","Lonestar"
"2005-01-01",63,"Mr. Mom","Shania Twain With Billy Currington Or Mark McGrath"
"2005-01-01",64,"Party For Two","Alan Jackson"
"2005-01-01",65,"Monday Morning Church","The Killers"
"2005-01-01",66,"Somebody Told Me","Gwen Stefani Featuring Eve"
"2005-01-01",67,"Rich Girl","Bowling For Soup"
"2005-01-01",68,"1985","Trillville Featuring Cutty"
"2005-01-01",69,"Some Cut","Rupee"
"2005-01-01",70,"Tempted To Touch","Keyshia Cole Featuring Shyne"
"2005-01-01",71,"I Changed My Mind","Usher"
"2005-01-01",72,"Caught Up","Reba McEntire"
"2005-01-01",73,"He Gets That From Me","NEW"
"2005-01-01",74,"Mockingbird","NEW"
"2005-01-01",75,"Holy Water","Eminem"
"2005-01-01",76,"Vitamin R (Leading Us Along)","NEW"
"2005-01-01",77,"You're The One","NEW"
"2005-01-01",78,"Fall To Pieces","Big & Rich"
"2005-01-01",79,"So Cold","Chevelle"
"2005-01-01",80,"Come Home Soon","Guerilla Black Featuring Mario Winans"
"2005-01-01",81,"Cold","Velvet Revolver"
"2005-01-01",82,"Hush","Breaking Benjamin"
"2005-01-01",83,"Take Me Home","SHeDAISY"
"2005-01-01",84,"Getting Away With Murder","Crossfade"
"2005-01-01",85,"In A Real Love","LL Cool J Featuring 7 Aurelius"
"2005-01-01",86,"Baby Girl","Terror Squad"
"2005-01-01",87,"Knuck If You Buck","Papa Roach"
"2005-01-01",88,"What You Waiting For?","Phil Vassar"
"2005-01-01",89,"Nolia Clap","Sugarland"
"2005-01-01",90,"American Idiot","Crime Mob Featuring Lil Scrappy"
"2005-01-01",91,"Gotta Go Solo","Gwen Stefani"
"2005-01-01",92,"Dangerously In Love","Juvenile, Wacko & Skip"
"2005-01-01",93,"That's What It's All About","Green Day"
"2005-01-01",94,"Okay","Patti LaBelle Featuring Ron Isley"
"2005-01-01",95,"I Smoke, I Drank","Beyonce"
"2005-01-01",96,"Perdidos","Brooks & Dunn"
"2005-01-01",97,"A Rose By Any Other Name","Nivea Featuring Lil Jon & YoungBloodZ"
"2005-01-01",98,"Thugs Get Lonely Too","Body Head Bangerz Featuring YoungBloodz"
"2005-01-01",99,"You're My Everything","Monchy & Alexandra"
"2005-01-01",100,"Real Big","NEW"
"2005-01-08",1,"Let Me Love You","Mario"
"2005-01-08",2,"1, 2 Step","Ciara Featuring Missy Elliott"
"2005-01-08",3,"Drop It Like It's Hot","Snoop Dogg Featuring Pharrell"
"2005-01-08",4,"Lovers And Friends","Lil Jon & The East Side Boyz Featuring Usher & Ludacris"
"2005-01-08",5,"Soldier","Destiny's Child Featuring T.I. & Lil Wayne"
"2005-01-08",6,"My Boo","Usher And Alicia Keys"
"2005-01-08",7,"Over And Over","Nelly Featuring Tim McGraw"
"2005-01-08",8,"Wonderful","Ja Rule Featuring R. Kelly & Ashanti"
"2005-01-08",9,"Disco Inferno","50 Cent"
"2005-01-08",10,"Lose My Breath","Destiny's Child"
"2005-01-08",11,"Breakaway","Kelly Clarkson"
"2005-01-08",12,"I Don't Want To Be","Gavin DeGraw"
"2005-01-08",13,"How We Do","The Game Featuring 50 Cent"
"2005-01-08",14,"Get Back","Ludacris"
"2005-01-08",15,"Only U","Ashanti"
"2005-01-08",16,"Boulevard Of Broken Dreams","Green Day"
"2005-01-08",17,"Let's Go","Trick Daddy Featuring Lil Jon & Twista"
"2005-01-08",18,"She Will Be Loved","Maroon 5"
"2005-01-08",19,"Karma","Lloyd Banks Featuring Avant"
"2005-01-08",20,"Bring Em Out","T.I."
"2005-01-08",21,"Goodies","Ciara Featuring Petey Pablo"
"2005-01-08",22,"What U Gon' Do","Lil Jon & The East Side Boyz Featuring Lil Scrappy"
"2005-01-08",23,"Numb/Encore","Jay-Z/Linkin Park"
"2005-01-08",24,"U Make Me Wanna","Jadakiss Featuring Mariah Carey"
"2005-01-08",25,"Dare You To Move","Switchfoot"
"2005-01-08",26,"Oye Mi Canto","N.O.R.E. Featuring Daddy Yankee, Nina Sky, Gem Star & Big Mato"
"2005-01-08",27,"Charlene","Anthony Hamilton"
"2005-01-08",28,"Encore","Eminem, Dr. Dre & 50 Cent"
"2005-01-08",29,"True","Ryan Cabrera"
"2005-01-08",30,"Daughters","John Mayer"
"2005-01-08",31,"New York","Ja Rule Featuring Fat Joe & Jadakiss"
"2005-01-08",32,"Since U Been Gone","Kelly Clarkson"
"2005-01-08",33,"Broken","Seether Featuring Amy Lee"
"2005-01-08",34,"Beautiful Soul","Jesse McCartney"
"2005-01-08",35,"One Thing","Finger Eleven"
"2005-01-08",36,"Karma","Alicia Keys"
"2005-01-08",37,"Vertigo","Blake Shelton"
"2005-01-08",38,"Some Beach","Terror Squad"
"2005-01-08",39,"Lean Back","Fabolous"
"2005-01-08",40,"Breathe","Ryan Cabrera"
"2005-01-08",41,"On The Way Down","JoJo Featuring Bow Wow"
"2005-01-08",42,"Baby It's You","Lil Wayne"
"2005-01-08",43,"Go D.J.","Daddy Yankee"
"2005-01-08",44,"Gasolina","Tim McGraw"
"2005-01-08",45,"Back When","Young Buck"
"2005-01-08",46,"Shorty Wanna Ride","Avril Lavigne"
"2005-01-08",47,"My Happy Ending","Avril Lavigne"
"2005-01-08",48,"Nobody's Home","Darryl Worley"
"2005-01-08",49,"Awful, Beautiful Life","Simple Plan"
"2005-01-08",50,"Welcome To My Life","Lenny Kravitz"
"2005-01-08",51,"Lady","Gretchen Wilson"
"2005-01-08",52,"When I Think About Cheatin'","Eminem"
"2005-01-08",53,"Just Lose It","Gwen Stefani Featuring Eve"
"2005-01-08",54,"Rich Girl","Rascal Flatts"
"2005-01-08",55,"Bless The Broken Road","Chingy"
"2005-01-08",56,"Balla Baby","Keith Urban"
"2005-01-08",57,"You're My Better Half","Goo Goo Dolls"
"2005-01-08",58,"Give A Little Bit","Brad Paisley"
"2005-01-08",59,"Mud On The Tires","Usher"
"2005-01-08",60,"Caught Up","Dierks Bentley"
"2005-01-08",61,"How Am I Doin'","The Killers"
"2005-01-08",62,"Somebody Told Me","Trillville Featuring Cutty"
"2005-01-08",63,"Some Cut","Eminem"
