"date","rank","song","artist"
"2011-01-01",1,"Firework","Katy Perry"
"2011-01-01",2,"Grenade","Bruno Mars"
"2011-01-01",3,"What's My Name?","Rihanna Featuring Drake"
"2011-01-01",4,"Raise Your Glass","P!nk"
"2011-01-01",5,"We R Who We R","Ke$ha"
"2011-01-01",6,"Just The Way You Are","Bruno Mars"
"2011-01-01",7,"Only Girl (In The World)","Rihanna"
"2011-01-01",8,"The Time (Dirty Bit)","The Black Eyed Peas"
"2011-01-01",9,"6 Foot 7 Foot","NEW"
"2011-01-01",10,"Just A Dream","NEW"
"2011-01-01",11,"Bottoms Up","Lil Wayne Featuring Cory Gunz"
"2011-01-01",12,"Black And Yellow","Nelly"
"2011-01-01",13,"Tonight (I'm Lovin' You)","Trey Songz Featuring Nicki Minaj"
"2011-01-01",14,"Like A G6","Wiz Khalifa"
"2011-01-01",15,"DJ Got Us Fallin' In Love","Enrique Iglesias Featuring Ludacris & DJ Frank E"
"2011-01-01",16,"Stereo Love","Far*East Movement Featuring Cataracs & Dev"
"2011-01-01",17,"Dynamite","Usher Featuring Pitbull"
"2011-01-01",18,"No Hands","Edward Maya & Vika Jigulina"
"2011-01-01",19,"Coming Home","Taio Cruz"
"2011-01-01",20,"Yeah 3X","Waka Flocka Flame Featuring Roscoe Dash & Wale"
"2011-01-01",21,"Please Don't Go","Diddy - Dirty Money Featuring Skylar Grey"
"2011-01-01",22,"Teenage Dream","Chris Brown"
"2011-01-01",23,"Animal","Mike Posner"
"2011-01-01",24,"F**k You! (Forget You)","Katy Perry"
"2011-01-01",25,"Secrets","Neon Trees"
"2011-01-01",26,"Back To December","CeeLo Green"
"2011-01-01",27,"Hey Baby (Drop It To The Floor)","OneRepublic"
"2011-01-01",28,"Right Above It","Taylor Swift"
"2011-01-01",29,"Right Thru Me","Pitbull Featuring T-Pain"
"2011-01-01",30,"Aston Martin Music","Lil Wayne Featuring Drake"
"2011-01-01",31,"That's All She Wrote","Nicki Minaj"
"2011-01-01",32,"Club Can't Handle Me","Rick Ross Featuring Drake & Chrisette Michele"
"2011-01-01",33,"I Like It","T.I. Featuring Eminem"
"2011-01-01",34,"If I Die Young","Flo Rida Featuring David Guetta"
"2011-01-01",35,"Whip My Hair","Enrique Iglesias Featuring Pitbull"
"2011-01-01",36,"Somewhere With You","The Band Perry"
"2011-01-01",37,"No Love","WILLOW"
"2011-01-01",38,"Deuces","Kenny Chesney"
"2011-01-01",39,"Hold My Hand","Eminem Featuring Lil Wayne"
"2011-01-01",40,"Felt Good On My Lips","Chris Brown Featuring Tyga & Kevin McCall"
"2011-01-01",41,"Rocketeer","Michael Jackson Duet With Akon"
"2011-01-01",42,"Pretty Girl Rock","Tim McGraw"
"2011-01-01",43,"My Kinda Party","Far*East Movement Featuring Ryan Tedder"
"2011-01-01",44,"Love The Way You Lie","Keri Hilson"
"2011-01-01",45,"Kush","Jason Aldean"
"2011-01-01",46,"Jar Of Hearts","Eminem Featuring Rihanna"
"2011-01-01",47,"Stuck Like Glue","Dr. Dre Featuring Snoop Dogg & Akon"
"2011-01-01",48,"Love Like Woe","Christina Perri"
"2011-01-01",49,"Can't Be Friends","Sugarland"
"2011-01-01",50,"Memories","The Ready Set"
"2011-01-01",51,"Who Are You When I'm Not Looking","Trey Songz"
"2011-01-01",52,"Mine","David Guetta Featuring Kid Cudi"
"2011-01-01",53,"Down On Me","Blake Shelton"
"2011-01-01",54,"As She's Walking Away","Taylor Swift"
"2011-01-01",55,"Rhythm of Love","Jeremih Featuring 50 Cent"
"2011-01-01",56,"Dog Days Are Over","Zac Brown Band Featuring Alan Jackson"
"2011-01-01",57,"We No Speak Americano","Plain White T's"
"2011-01-01",58,"Mama's Song","Florence + The Machine"
"2011-01-01",59,"Turn On The Radio","Yolanda Be Cool & Dcup"
"2011-01-01",60,"Don't You Wanna Stay","Carrie Underwood"
"2011-01-01",61,"Put You In A Song","Reba"
"2011-01-01",62,"Let Me Down Easy","Jason Aldean With Kelly Clarkson"
"2011-01-01",63,"Voices","Keith Urban"
"2011-01-01",64,"Lay It Down","Billy Currington"
"2011-01-01",65,"Why Wait","Chris Young"
"2011-01-01",66,"Maybe","Lloyd"
"2011-01-01",67,"The Breath You Take","Rascal Flatts"
"2011-01-01",68,"Only Prettier","Sick Puppies"
"2011-01-01",69,"Who Dat Girl","George Strait"
"2011-01-01",70,"Fire Flame","Miranda Lambert"
"2011-01-01",71,"Make A Movie","Flo Rida Featuring Akon"
"2011-01-01",72,"Waiting For The End","Birdman Featuring Lil Wayne"
