"date","rank","song","artist"
"1995-01-01",1,"On Bended Knee","Boyz II Men"
"1995-01-01",2,"Creep","TLC"
"1995-01-01",3,"Here Comes The Hotstepper (From ""Ready To Wear"")","Ini Kamoze"
"1995-01-01",4,"Another Night","Real McCoy"
"1995-01-01",5,"Always","Bon Jovi"
"1995-01-01",6,"I Wanna Be Down","Brandy"
"1995-01-01",7,"Before I Let You Go","BLACKstreet"
"1995-01-01",8,"Tootsee Roll","69 Boyz"
"1995-01-01",9,"I'll Make Love To You","Boyz II Men"
"1995-01-01",10,"You Want This/70's Love Groove","Janet Jackson"
"1995-01-01",11,"I'm The Only One","Melissa Etheridge"
"1995-01-01",12,"Take A Bow","Madonna"
"1995-01-01",13,"Sukiyaki","4PM"
"1995-01-01",14,"Short Dick Man","20 Fingers Featuring Gillette"
"1995-01-01",15,"Secret","Madonna"
"1995-01-01",16,"You Gotta Be","Des'ree"
"1995-01-01",17,"All I Wanna Do","Sheryl Crow"
"1995-01-01",18,"Practice What You Preach","Barry White"
"1995-01-01",19,"Constantly","Immature"
"1995-01-01",20,"Turn The Beat Around (From ""The Specialist"")","Gloria Estefan"
"1995-01-01",21,"The Rhythm Of The Night","Corona"
"1995-01-01",22,"You Don't Know How It Feels","Tom Petty"
"1995-01-01",23,"I'll Stand By You","Pretenders"
"1995-01-01",24,"The Sweetest Days","Vanessa Williams"
"1995-01-01",25,"Hold My Hand","Hootie & The Blowfish"
"1995-01-01",26,"100% Pure Love","Crystal Waters"
"1995-01-01",27,"New Age Girl (From ""Dumb And Dumber"")","Deadeye Dick"
"1995-01-01",28,"Every Day Of The Week","Jade"
"1995-01-01",29,"December 1963 (Oh, What A Night)","The 4 Seasons"
"1995-01-01",30,"I Belong To You/How Many Ways","Toni Braxton"
"1995-01-01",31,"Flava In Ya Ear","Craig Mack"
"1995-01-01",32,"Living In Danger","Ace Of Base"
"1995-01-01",33,"Be Happy","Mary J. Blige"
"1995-01-01",34,"If You Love Me","Brownstone"
"1995-01-01",35,"Thuggish Ruggish Bone","Bone Thugs-N-Harmony"
"1995-01-01",36,"What's The Frequency, Kenneth?","R.E.M."
"1995-01-01",37,"I Never Seen A Man Cry (aka I Seen A Man Die)","Scarface"
"1995-01-01",38,"Never Lie","Immature"
"1995-01-01",39,"When Can I See You","Babyface"
"1995-01-01",40,"Playaz Club","Rappin' 4-Tay"
"1995-01-01",41,"U Will Know (From ""Jason's Lyric"")","B.M.U. (Black Men United)"
"1995-01-01",42,"Do You See","Warren G"
"1995-01-01",43,"Foolin' Around","Changing Faces"
"1995-01-01",44,"I Miss You","N2U"
"1995-01-01",45,"Bring The Pain","Method Man"
"1995-01-01",46,"Wild Night","John Mellencamp With Me'Shell Ndegeocello"
"1995-01-01",47,"Shame (From ""A Low Down Dirty Shame"")","Zhane"
"1995-01-01",48,"Blind Man","Aerosmith"
"1995-01-01",49,"Fa All Y'all","Da Brat"
"1995-01-01",50,"When We Dance","Sting"
"1995-01-01",51,"Far Behind","Candlebox"
"1995-01-01",52,"Mental Picture","Jon Secada"
"1995-01-01",53,"House Of Love","Amy Grant With Vince Gill"
"1995-01-01",54,"The Most Beautifullest Thing In This World","Keith Murray"
"1995-01-01",55,"Sympathy For The Devil (""Interview With The Vampire"")","Guns N' Roses"
"1995-01-01",56,"Circle Of Life (From ""The Lion King"")","Elton John"
"1995-01-01",57,"Black Coffee","Heavy D & The Boyz"
"1995-01-01",58,"Kitty Kitty","69 Boyz"
"1995-01-01",59,"Always And Forever","Luther Vandross"
"1995-01-01",60,"Pickup Man","Joe Diffie"
"1995-01-01",61,"Lucas With The Lid Off","Lucas"
"1995-01-01",62,"Dance Naked","John Mellencamp"
"1995-01-01",63,"Juicy/Unbelievable","The Notorious B.I.G."
"1995-01-01",64,"Mishale","Andru Donalds"
"1995-01-01",65,"Get Ready For This","2 Unlimited"
"1995-01-01",66,"Something's Always Wrong","Toad The Wet Sprocket"
"1995-01-01",67,"Get Down","Craig Mack"
"1995-01-01",68,"Doll Parts","Hole"
"1995-01-01",69,"At Your Best (You Are Love)","Aaliyah"
"1995-01-01",70,"Endless Love","Luther Vandross & Mariah Carey"
"1995-01-01",71,"Candy Rain","NEW"
"1995-01-01",72,"Get Over It","NEW"
"1995-01-01",73,"Strong Enough","Soul For Real"
"1995-01-01",74,"Get Up On It","Eagles"
"1995-01-01",75,"Redneck Stomp","Sheryl Crow"
"1995-01-01",76,"Girl, You'll Be A Woman Soon (From ""Pulp Fiction"")","Keith Sweat (Featuring Kut Klose)"
"1995-01-01",77,"(I Could Only) Whisper Your Name","Jeff Foxworthy"
"1995-01-01",78,"Till You Love Me","Urge Overkill"
"1995-01-01",79,"Fade Into You","Harry Connick, Jr."
"1995-01-01",80,"Biological Didn't Bother","Reba McEntire"
"1995-01-01",81,"I Can Go Deep (From ""A Low Down Dirty Shame"")","Mazzy Star"
"1995-01-01",82,"In The House Of Stone And Light","Shaquille O'Neal"
"1995-01-01",83,"She Don't Use Jelly","Silk"
"1995-01-01",84,"Tic Toc","Martin Page"
"1995-01-01",85,"Don't Say Goodbye Girl","The Flaming Lips"
"1995-01-01",86,"I Apologize","Lords Of The Underground"
"1995-01-01",87,"But It's Alright","Tevin Campbell"
"1995-01-01",88,"Breakdown","Anita Baker"
"1995-01-01",89,"Whutcha Want?","Huey Lewis & The News"
"1995-01-01",90,"Promise Me","Fu-Schnickens"
"1995-01-01",91,"The Santa Claus Boogie","Nine"
"1995-01-01",92,"Out Of Tears","Lil Suzy"
"1995-01-01",93,"(She's Got) Skillz","NEW"
"1995-01-01",94,"Pimp Of The Year","NEW"
"1995-01-01",95,"Body & Soul","The Tractors"
"1995-01-01",96,"Bad Reputation","The Rolling Stones"
"1995-01-01",97,"Undone - The Sweater Song","NEW"
"1995-01-01",98,"Missing You","NEW"
"1995-01-01",99,"You Suck","All-4-One"
"1995-01-01",100,"Picture Postcards From L.A.","Dru Down"
"1995-01-08",1,"On Bended Knee","Boyz II Men"
"1995-01-08",2,"Creep","TLC"
"1995-01-08",3,"Another Night","Real McCoy"
"1995-01-08",4,"Always","Bon Jovi"
"1995-01-08",5,"Here Comes The Hotstepper (From ""Ready To Wear"")","Ini Kamoze"
"1995-01-08",6,"I Wanna Be Down","Brandy"
"1995-01-08",7,"Before I Let You Go","BLACKstreet"
"1995-01-08",8,"Take A Bow","Madonna"
"1995-01-08",9,"Tootsee Roll","69 Boyz"
"1995-01-08",10,"I'll Make Love To You","Boyz II Men"
"1995-01-08",11,"Sukiyaki","4PM"
"1995-01-08",12,"You Want This/70's Love Groove","Janet Jackson"
"1995-01-08",13,"I'm The Only One","Melissa Etheridge"
"1995-01-08",14,"Short Dick Man","20 Fingers Featuring Gillette"
"1995-01-08",15,"Secret","Madonna"
"1995-01-08",16,"You Gotta Be","Des'ree"
"1995-01-08",17,"Constantly","Immature"
"1995-01-08",18,"All I Wanna Do","Sheryl Crow"
"1995-01-08",19,"The Rhythm Of The Night","Corona"
"1995-01-08",20,"You Don't Know How It Feels","Tom Petty"
"1995-01-08",21,"Turn The Beat Around (From ""The Specialist"")","Gloria Estefan"
"1995-01-08",22,"100% Pure Love","Crystal Waters"
"1995-01-08",23,"Practice What You Preach","Barry White"
"1995-01-08",24,"I'll Stand By You","Pretenders"
