"date","rank","song","artist"
"1979-01-01",1,"Too Much Heaven","Bee Gees"
"1979-01-01",2,"Le Freak","Chic"
"1979-01-01",3,"My Life","Billy Joel"
"1979-01-01",4,"You Don't Bring Me Flowers","Barbra Streisand & Neil Diamond"
"1979-01-01",5,"I Love The Nightlife (Disco 'round)","Alicia Bridges"
"1979-01-01",6,"Sharing The Night Together","Dr. Hook"
"1979-01-01",7,"Y.M.C.A.","Village People"
"1979-01-01",8,"Hold The Line","Toto"
"1979-01-01",9,"(Our Love) Don't Throw It All Away","Andy Gibb"
"1979-01-01",10,"Ooh Baby Baby","Linda Ronstadt"
"1979-01-01",11,"Promises","Eric Clapton And His Band"
"1979-01-01",12,"How You Gonna See Me Now","Alice Cooper"
"1979-01-01",13,"A Little More Love","Olivia Newton-John"
"1979-01-01",14,"We've Got Tonight","Bob Seger & The Silver Bullet Band"
"1979-01-01",15,"September","Earth, Wind & Fire"
"1979-01-01",16,"Every 1's A Winner","Hot Chocolate"
"1979-01-01",17,"Lotta Love","Nicolette Larson"
"1979-01-01",18,"Please Come Home For Christmas","Eagles"
"1979-01-01",19,"New York Groove","Ace Frehley"
"1979-01-01",20,"Fire","The Pointer Sisters"
"1979-01-01",21,"I'm Every Woman","Chaka Khan"
"1979-01-01",22,"Shake It","Ian Matthews"
"1979-01-01",23,"I Just Wanna Stop","Gino Vannelli"
"1979-01-01",24,"I Was Made For Dancin'","Leif Garrett"
"1979-01-01",25,"Bicycle Race/Fat Bottomed Girls","Queen"
"1979-01-01",26,"Time Passages","Al Stewart"
"1979-01-01",27,"Da Ya Think I'm Sexy?","Rod Stewart"
"1979-01-01",28,"Don't Hold Back","Chanson"
"1979-01-01",29,"Instant Replay","Dan Hartman"
"1979-01-01",30,"I Will Be In Love With You","Livingston Taylor"
"1979-01-01",31,"Somewhere In The Night","Barry Manilow"
"1979-01-01",32,"Soul Man","Blues Brothers"
"1979-01-01",33,"A Man I'll Never Be","Boston"
"1979-01-01",34,"The Gambler","Kenny Rogers"
"1979-01-01",35,"My Best Friend's Girl","The Cars"
"1979-01-01",36,"Take Me To The River","Talking Heads"
"1979-01-01",37,"Don't Cry Out Loud","Melissa Manchester"
"1979-01-01",38,"MacArthur Park","Donna Summer"
"1979-01-01",39,"Home And Dry","Gerry Rafferty"
"1979-01-01",40,"Got To Be Real","Cheryl Lynn"
"1979-01-01",41,"Mary Jane","Rick James"
