"date","rank","song","artist"
"1991-01-01",1,"Justify My Love","Madonna"
"1991-01-01",2,"Because I Love You (The Postman Song)","Stevie B"
"1991-01-01",3,"From A Distance","Bette Midler"
"1991-01-01",4,"High Enough","Damn Yankees"
"1991-01-01",5,"Tom's Diner","DNA Featuring Suzanne Vega"
"1991-01-01",6,"Impulsive","Wilson Phillips"
"1991-01-01",7,"Love Will Never Do (Without You)","Janet Jackson"
"1991-01-01",8,"Sensitivity","Ralph Tresvant"
"1991-01-01",9,"The First Time","Surface"
"1991-01-01",10,"I'm Your Baby Tonight","Whitney Houston"
"1991-01-01",11,"Gonna Make You Sweat (Everybody Dance Now)","C+C Music Factory"
"1991-01-01",12,"Freedom","George Michael"
"1991-01-01",13,"Miles Away","Winger"
"1991-01-01",14,"Play That Funky Music","Vanilla Ice"
"1991-01-01",15,"The Way You Do The Things You Do","UB40"
"1991-01-01",16,"After The Rain","Nelson"
"1991-01-01",17,"Something To Believe In","Poison"
"1991-01-01",18,"Miracle (From ""Young Guns II"")","Jon Bon Jovi"
"1991-01-01",19,"Love Takes Time","Mariah Carey"
"1991-01-01",20,"I'm Not In Love","Will To Power"
"1991-01-01",21,"Just Another Dream","Cathy Dennis"
"1991-01-01",22,"One And Only Man","Steve Winwood"
"1991-01-01",23,"Groove Is In The Heart","Deee-Lite"
"1991-01-01",24,"For You","The Outfield"
"1991-01-01",25,"Hang In Long Enough","Phil Collins"
"1991-01-01",26,"Wiggle It","2 In A Room"
"1991-01-01",27,"On The Way Up","Elisa Fiorillo"
"1991-01-01",28,"Anything Is Possible","Debbie Gibson"
"1991-01-01",29,"I'll Give All My Love To You","Keith Sweat"
"1991-01-01",30,"You're Amazing","Robert Palmer"
"1991-01-01",31,"Gentle","Dino"
"1991-01-01",32,"Disappear","INXS"
"1991-01-01",33,"Feels Good","Tony! Toni! Tone!"
"1991-01-01",34,"More Than Words Can Say","Alias"
"1991-01-01",35,"Stranded","Heart"
"1991-01-01",36,"Around The Way Girl","LL Cool J"
"1991-01-01",37,"All The Man That I Need","Whitney Houston"
"1991-01-01",38,"Does She Love That Man?","Breathe Featuring David Glasper"
"1991-01-01",39,"Where Does My Heart Beat Now","Celine Dion"
"1991-01-01",40,"I Saw Red","Warrant"
"1991-01-01",41,"Unchained Melody","The Righteous Brothers"
"1991-01-01",42,"The Ghetto","Too $hort"
"1991-01-01",43,"You Gotta Love Someone","Elton John"
"1991-01-01",44,"Love Makes Things Happen","Pebbles"
"1991-01-01",45,"Fairweather Friend","Johnny Gill"
"1991-01-01",46,"The Shoop Shoop Song (It's In His Kiss)","Cher"
"1991-01-01",47,"Pray","M.C. Hammer"
"1991-01-01",48,"Heat Of The Moment","After 7"
"1991-01-01",49,"Wicked Game","Chris Isaak"
"1991-01-01",50,"Candy","Iggy Pop With Kate Pierson"
"1991-01-01",51,"If You Needed Somebody","Bad Company"
"1991-01-01",52,"Ice Ice Baby","Vanilla Ice"
"1991-01-01",53,"I Don't Know Anybody Else","Black Box"
"1991-01-01",54,"New York Minute","Don Henley"
"1991-01-01",55,"Moneytalks","AC/DC"
"1991-01-01",56,"World In My Eyes","Depeche Mode"
"1991-01-01",57,"Knockin' Boots","Candyman"
"1991-01-01",58,"No Matter What","George LaMond (Duet With Brenda K. Starr)"
"1991-01-01",59,"So Close","Daryl Hall John Oates"
"1991-01-01",60,"Shelter Me","Cinderella"
"1991-01-01",61,"My Love Is A Fire","Donny Osmond"
"1991-01-01",62,"Show Me The Way","Styx"
"1991-01-01",63,"B.B.D. (I Thought It Was Me)?","Bell Biv DeVoe"
"1991-01-01",64,"I Wanna Get With U","Guy"
"1991-01-01",65,"Give It To Me Good","Trixter"
"1991-01-01",66,"Go For It! (Heart And Fire)","Joey B. Ellis & Tynetta Hare"
"1991-01-01",67,"It Never Rains (In Southern California)","Tony! Toni! Tone!"
"1991-01-01",68,"Round And Round","Tevin Campbell"
"1991-01-01",69,"House Full Of Reasons","Jude Cole"
"1991-01-01",70,"One More Try","Timmy T."
"1991-01-01",71,"Close To You","Maxi Priest"
"1991-01-01",72,"Hard To Handle","The Black Crowes"
"1991-01-01",73,"Just A Little Bit Longer","Maxi Priest"
"1991-01-01",74,"Get Here","Oleta Adams"
"1991-01-01",75,"Deeper Shade Of Soul","Urban Dance Squad"
"1991-01-01",76,"I Don't Have The Heart","James Ingram"
"1991-01-01",77,"This Is Ponderous","2nu"
"1991-01-01",78,"Hippychick","Soho"
"1991-01-01",79,"This House","Tracie Spencer"
"1991-01-01",80,"Cherry Pie","Warrant"
"1991-01-01",81,"Think","Information Society"
"1991-01-01",82,"Melt In Your Mouth","Candyman"
"1991-01-01",83,"Use It Up And Wear It Out","Pat & Mick"
"1991-01-01",84,"Can't Stop","After 7"
"1991-01-01",85,"Here Comes The Hammer","NEW"
"1991-01-01",86,"Spend My Life","NEW"
"1991-01-01",87,"Giving You The Benefit","M.C. Hammer"
"1991-01-01",88,"Crash (Have Some Fun)","Slaughter"
"1991-01-01",89,"Signs","Pebbles"
"1991-01-01",90,"The Swalk","TKA Featuring Michelle Visage"
"1991-01-01",91,"Remember My Name","NEW"
"1991-01-01",92,"The Obvious Child","NEW"
"1991-01-01",93,"I've Been Waiting For You","Tesla"
"1991-01-01",94,"Missunderstanding","Notorious"
"1991-01-01",95,"Don't Hold Back Your Love","NEW"
"1991-01-01",96,"Power Of Love","NEW"
"1991-01-01",97,"I Found Love","House Of Lords"
"1991-01-01",98,"Lyin' To Myself","Paul Simon"
"1991-01-01",99,"And So It Goes","NEW"
"1991-01-01",100,"Joey","NEW"
"1991-01-08",1,"Justify My Love","Madonna"
"1991-01-08",2,"Because I Love You (The Postman Song)","Stevie B"
"1991-01-08",3,"High Enough","Damn Yankees"
"1991-01-08",4,"Love Will Never Do (Without You)","Janet Jackson"
"1991-01-08",5,"From A Distance","Bette Midler"
"1991-01-08",6,"Tom's Diner","DNA Featuring Suzanne Vega"
"1991-01-08",7,"The First Time","Surface"
"1991-01-08",8,"Sensitivity","Ralph Tresvant"
"1991-01-08",9,"Impulsive","Wilson Phillips"
"1991-01-08",10,"Gonna Make You Sweat (Everybody Dance Now)","C+C Music Factory"
"1991-01-08",11,"Play That Funky Music","Vanilla Ice"
"1991-01-08",12,"Miles Away","Winger"
"1991-01-08",13,"I'm Your Baby Tonight","Whitney Houston"
"1991-01-08",14,"After The Rain","Nelson"
"1991-01-08",15,"The Way You Do The Things You Do","UB40"
"1991-01-08",16,"Freedom","George Michael"
"1991-01-08",17,"I'm Not In Love","Will To Power"
"1991-01-08",18,"Something To Believe In","Poison"
"1991-01-08",19,"Just Another Dream","Cathy Dennis"
"1991-01-08",20,"Love Takes Time","Mariah Carey"
"1991-01-08",21,"For You","The Outfield"
"1991-01-08",22,"Miracle (From ""Young Guns II"")","Jon Bon Jovi"
"1991-01-08",23,"Hang In Long Enough","Phil Collins"
"1991-01-08",24,"Groove Is In The Heart","Deee-Lite"
"1991-01-08",25,"One And Only Man","Steve Winwood"
"1991-01-08",26,"Anything Is Possible","Debbie Gibson"
"1991-01-08",27,"Wiggle It","2 In A Room"
"1991-01-08",28,"I'll Give All My Love To You","Keith Sweat"
"1991-01-08",29,"On The Way Up","Elisa Fiorillo"
"1991-01-08",30,"You're Amazing","Robert Palmer"
"1991-01-08",31,"Disappear","INXS"
"1991-01-08",32,"Gentle","Dino"
"1991-01-08",33,"All The Man That I Need","Whitney Houston"
"1991-01-08",34,"Around The Way Girl","LL Cool J"
"1991-01-08",35,"I Saw Red","Warrant"
"1991-01-08",36,"Where Does My Heart Beat Now","Celine Dion"
"1991-01-08",37,"Does She Love That Man?","Breathe Featuring David Glasper"
"1991-01-08",38,"Stranded","Heart"
"1991-01-08",39,"Feels Good","Tony! Toni! Tone!"
"1991-01-08",40,"Love Makes Things Happen","Pebbles"
"1991-01-08",41,"The Shoop Shoop Song (It's In His Kiss)","Cher"
"1991-01-08",42,"More Than Words Can Say","Alias"
"1991-01-08",43,"You Gotta Love Someone","Elton John"
"1991-01-08",44,"The Ghetto","Too $hort"
"1991-01-08",45,"I Don't Know Anybody Else","Black Box"
"1991-01-08",46,"Candy","Iggy Pop With Kate Pierson"
"1991-01-08",47,"Wicked Game","Chris Isaak"
"1991-01-08",48,"Heat Of The Moment","After 7"
"1991-01-08",49,"Unchained Melody","The Righteous Brothers"
"1991-01-08",50,"Fairweather Friend","Johnny Gill"
"1991-01-08",51,"If You Needed Somebody","Bad Company"
"1991-01-08",52,"Pray","M.C. Hammer"
"1991-01-08",53,"Moneytalks","AC/DC"
"1991-01-08",54,"New York Minute","Don Henley"
"1991-01-08",55,"Ice Ice Baby","Vanilla Ice"
"1991-01-08",56,"No Matter What","George LaMond (Duet With Brenda K. Starr)"
"1991-01-08",57,"World In My Eyes","Depeche Mode"
"1991-01-08",58,"Shelter Me","Cinderella"
"1991-01-08",59,"So Close","Daryl Hall John Oates"
"1991-01-08",60,"My Love Is A Fire","Donny Osmond"
"1991-01-08",61,"It Never Rains (In Southern California)","Tony! Toni! Tone!"
"1991-01-08",62,"Show Me The Way","Styx"
"1991-01-08",63,"One More Try","Timmy T."
"1991-01-08",64,"I Wanna Get With U","Guy"
"1991-01-08",65,"Give It To Me Good","Trixter"
"1991-01-08",66,"B.B.D. (I Thought It Was Me)?","Bell Biv DeVoe"
"1991-01-08",67,"Get Here","Oleta Adams"
"1991-01-08",68,"Knockin' Boots","Candyman"
"1991-01-08",69,"Deeper Shade Of Soul","Urban Dance Squad"
"1991-01-08",70,"House Full Of Reasons","Jude Cole"
"1991-01-08",71,"Round And Round","Tevin Campbell"
"1991-01-08",72,"Just A Little Bit Longer","Maxi Priest"
"1991-01-08",73,"This House","Tracie Spencer"
"1991-01-08",74,"Go For It! (Heart And Fire)","Joey B. Ellis & Tynetta Hare"
"1991-01-08",75,"Hard To Handle","The Black Crowes"
"1991-01-08",76,"This Is Ponderous","2nu"
"1991-01-08",77,"Close To You","Maxi Priest"
"1991-01-08",78,"Iesha","NEW"
"1991-01-08",79,"Spend My Life","NEW"
"1991-01-08",80,"I Don't Have The Heart","Another Bad Creation"
"1991-01-08",81,"Use It Up And Wear It Out","Slaughter"
"1991-01-08",82,"Melt In Your Mouth","James Ingram"
"1991-01-08",83,"Here Comes The Hammer","Pat & Mick"
"1991-01-08",84,"Hippychick","Candyman"
"1991-01-08",85,"Think","M.C. Hammer"
"1991-01-08",86,"Can't Stop","Soho"
"1991-01-08",87,"I'll Do 4 U","Information Society"
"1991-01-08",88,"Signs","After 7"
"1991-01-08",89,"Cherry Pie","NEW"
"1991-01-08",90,"Crash (Have Some Fun)","NEW"
"1991-01-08",91,"Remember My Name","Father M.C."
"1991-01-08",92,"Something In My Heart","Tesla"
"1991-01-08",93,"I've Been Waiting For You","Warrant"
"1991-01-08",94,"Giving You The Benefit","TKA Featuring Michelle Visage"
