"date","rank","song","artist"
"1978-01-01",1,"How Deep Is Your Love","Bee Gees"
"1978-01-01",2,"Baby Come Back","Player"
"1978-01-01",3,"Blue Bayou","Linda Ronstadt"
"1978-01-01",4,"(Every Time I Turn Around) Back In Love Again","LTD"
"1978-01-01",5,"Here You Come Again","Dolly Parton"
"1978-01-01",6,"You Light Up My Life","Debby Boone"
"1978-01-01",7,"Slip Slidin' Away","Paul Simon"
"1978-01-01",8,"Sentimental Lady","Bob Welch"
"1978-01-01",9,"You're In My Heart (The Final Acclaim)","Rod Stewart"
"1978-01-01",10,"Hey Deanie","Shaun Cassidy"
"1978-01-01",11,"Come Sail Away","Styx"
"1978-01-01",12,"You Can't Turn Me Off (In The Middle Of Turning Me On)","High Inergy"
"1978-01-01",13,"We Are The Champions","Queen"
"1978-01-01",14,"Runaround Sue","Leif Garrett"
"1978-01-01",15,"It's So Easy","Linda Ronstadt"
"1978-01-01",16,"Don't It Make My Brown Eyes Blue","Crystal Gayle"
"1978-01-01",17,"Short People","Randy Newman"
"1978-01-01",18,"Just The Way You Are","Billy Joel"
"1978-01-01",19,"Serpentine Fire","Earth, Wind & Fire"
"1978-01-01",20,"Turn To Stone","Electric Light Orchestra"
"1978-01-01",21,"I Go Crazy","Paul Davis"
"1978-01-01",22,"My Way","Elvis Presley"
"1978-01-01",23,"(Love Is) Thicker Than Water","Andy Gibb"
"1978-01-01",24,"The Way I Feel Tonight","Bay City Rollers"
"1978-01-01",25,"Sometimes When We Touch","Dan Hill"
"1978-01-01",26,"Dance, Dance, Dance (Yowsah, Yowsah, Yowsah)","Chic"
"1978-01-01",27,"Gettin' Ready For Love","Diana Ross"
"1978-01-01",28,"Stayin' Alive","Bee Gees"
"1978-01-01",29,"Desiree","Neil Diamond"
"1978-01-01",30,"Point Of Know Return","Kansas"
"1978-01-01",31,"Don't Let Me Be Misunderstood","Santa Esmeralda Starring Leroy Gomez"
"1978-01-01",32,"Isn't It Time","The Babys"
"1978-01-01",33,"Native New Yorker","Odyssey"
"1978-01-01",34,"Girls' School","Wings"
"1978-01-01",35,"We're All Alone","Rita Coolidge"
"1978-01-01",36,"Swingtown","The Steve Miller Band"
"1978-01-01",37,"Emotion","Samantha Sang"
"1978-01-01",38,"What's Your Name","Lynyrd Skynyrd"
"1978-01-01",39,"(You're My) Soul And Inspiration","Donny & Marie Osmond"
"1978-01-01",40,"Peg","Steely Dan"
"1978-01-01",41,"Bloat On Featuring the Bloaters","Cheech & Chong"
"1978-01-01",42,"As","Stevie Wonder"
"1978-01-01",43,"Tried To Love","Peter Frampton"
"1978-01-01",44,"If You're Not Back In Love By Monday","Millie Jackson"
"1978-01-01",45,"Lovely Day","Bill Withers"
