"date","rank","song","artist"
"1988-01-01",1,"Faith","George Michael"
"1988-01-01",2,"So Emotional","Whitney Houston"
"1988-01-01",3,"Is This Love","Whitesnake"
"1988-01-01",4,"Got My Mind Set On You","George Harrison"
"1988-01-01",5,"Shake Your Love","Debbie Gibson"
"1988-01-01",6,"Don't You Want Me","Jody Watley"
"1988-01-01",7,"The Way You Make Me Feel","Michael Jackson"
"1988-01-01",8,"Catch Me (I'm Falling) (From The Film ""Hiding Out"")","Pretty Poison"
"1988-01-01",9,"Cherry Bomb","John Mellencamp"
"1988-01-01",10,"Need You Tonight","INXS"
"1988-01-01",11,"Valerie","Steve Winwood"
"1988-01-01",12,"Tell It To My Heart(Dub)","Taylor Dayne"
"1988-01-01",13,"Candle In The Wind","Elton John"
"1988-01-01",14,"Dude (Looks Like A Lady)","Aerosmith"
"1988-01-01",15,"Hazy Shade Of Winter","The Bangles"
"1988-01-01",16,"Could've Been","Tiffany"
"1988-01-01",17,"Heaven Is A Place On Earth","Belinda Carlisle"
"1988-01-01",18,"There's The Girl","Heart"
"1988-01-01",19,"Animal","Def Leppard"
"1988-01-01",20,"Seasons Change","Expose"
"1988-01-01",21,"(I've Had) The Time Of My Life","Bill Medley & Jennifer Warnes"
"1988-01-01",22,"Crazy","Icehouse"
"1988-01-01",23,"I Could Never Take The Place Of Your Man","Prince"
"1988-01-01",24,"That's What Love Is All About","Michael Bolton"
"1988-01-01",25,"Hungry Eyes (From ""Dirty Dancing"")","Eric Carmen"
"1988-01-01",26,"I Want To Be Your Man","Roger"
"1988-01-01",27,"Power Of Love","Laura Branigan"
"1988-01-01",28,"We'll Be Together","Sting"
"1988-01-01",29,"Should've Known Better","Richard Marx"
"1988-01-01",30,"Tunnel Of Love","Bruce Springsteen"
"1988-01-01",31,"I Live For Your Love","Natalie Cole"
"1988-01-01",32,"True Faith","New Order"
"1988-01-01",33,"Say You Will","Foreigner"
"1988-01-01",34,"Don't Shed A Tear","Paul Carrack"
"1988-01-01",35,"Pop Goes The World","Men Without Hats"
"1988-01-01",36,"Honestly","Stryper"
"1988-01-01",37,"Motortown","The Kane Gang"
"1988-01-01",38,"Everywhere","Fleetwood Mac"
"1988-01-01",39,"What Have I Done To Deserve This?","Pet Shop Boys & Dusty Springfield"
"1988-01-01",40,"Push It","Salt-N-Pepa"
"1988-01-01",41,"Just Like Heaven","The Cure"
"1988-01-01",42,"The One I Love","R.E.M."
"1988-01-01",43,"I Think We're Alone Now","Tiffany"
"1988-01-01",44,"I Found Someone","Cher"
"1988-01-01",45,"Can't Stay Away From You","Gloria Estefan & Miami Sound Machine"
"1988-01-01",46,"Pump Up The Volume","M/A/R/R/S"
"1988-01-01",47,"I Don't Mind At All","Bourgeois Tagg"
"1988-01-01",48,"I Can't Help It","Bananarama"
"1988-01-01",49,"Skeletons","Stevie Wonder"
"1988-01-01",50,"I Do You","The Jets"
"1988-01-01",51,"Because Of You","The Cover Girls"
"1988-01-01",52,"Mony Mony","Billy Idol"
"1988-01-01",53,"In God's Country","Deja"
"1988-01-01",54,"You And Me Tonight","Patrick Swayze (Featuring Wendy Fraser)"
"1988-01-01",55,"She's Like The Wind","Squeeze"
"1988-01-01",56,"853-5937","Cutting Crew"
"1988-01-01",57,"I've Been In Love Before","Shanice Wilson"
"1988-01-01",58,"(Baby Tell Me) Can You Dance","Georgio"
"1988-01-01",59,"Lover's Lane","Billy Idol"
"1988-01-01",60,"Hot In The City","Rick Astley"
"1988-01-01",61,"Never Gonna Give You Up","Squeeze"
"1988-01-01",62,"Hourglass","Powersource (Solo...Sharon)"
"1988-01-01",63,"Dear Mr. Jesus","Yes"
"1988-01-01",64,"Rhythm Of Love","Dan Hill"
"1988-01-01",65,"Never Thought (That I Could Love)","Earth, Wind & Fire"
"1988-01-01",66,"System Of Survival","Buster Poindexter & His Banshees Of Blue"
"1988-01-01",67,"Hot Hot Hot","KISS"
"1988-01-01",68,"Reason To Live","Poison"
"1988-01-01",69,"I Won't Forget You","Eurythmics"
"1988-01-01",70,"I Need A Man","Fleetwood Mac"
"1988-01-01",71,"Little Lies","Swing Out Sister"
"1988-01-01",72,"Breakout","Yes"
"1988-01-01",73,"Love Will Find A Way","Alexander O'Neal"
"1988-01-01",74,"Criticize","Prince"
"1988-01-01",75,"U Got The Look","Swing Out Sister"
"1988-01-01",76,"Twilight World","Mick Jagger"
"1988-01-01",77,"Throwaway","Bruce Springsteen"
"1988-01-01",78,"Brilliant Disguise","REO Speedwagon"
"1988-01-01",79,"In My Dreams","Boy George"
"1988-01-01",80,"Live My Life (From The Film ""Hiding Out"")","The Alarm"
"1988-01-01",81,"Rain In The Summertime","Dokken"
"1988-01-01",82,"Burning Like A Flame","Tony Terry"
"1988-01-01",83,"She's Fly","Noel"
"1988-01-01",84,"Silent Morning","Europe"
"1988-01-01",85,"Cherokee","Lisa Lisa And Cult Jam Featuring Full Force"
"1988-01-01",86,"Someone To Love Me For Me","Glenn Jones"
"1988-01-01",87,"We've Only Just Begun (The Romance Is Not Over)","Glenn Medeiros"
"1988-01-01",88,"Lonely Won't Leave Me Alone","Expose"
"1988-01-01",89,"Let Me Be The One","Smokey Robinson"
"1988-01-01",90,"What's Too Much","Motley Crue"
"1988-01-01",91,"You're All I Need","Kool & The Gang"
"1988-01-01",92,"Special Way","Sammy Hagar"
"1988-01-01",93,"Eagles Fly","Pet Shop Boys"
"1988-01-01",94,"It's A Sin","Heart"
"1988-01-01",95,"Who Will You Run To","Depeche Mode"
"1988-01-01",96,"Never Let Me Down Again","Madonna"
"1988-01-01",97,"Causing A Commotion","Whitesnake"
"1988-01-01",98,"Here I Go Again","Martha Davis"
"1988-01-01",99,"Don't Tell Me The Time","Kenny G. (Vocal By Lenny Williams)"
"1988-01-08",1,"So Emotional","Whitney Houston"
"1988-01-08",2,"Got My Mind Set On You","George Harrison"
"1988-01-08",3,"Faith","George Michael"
"1988-01-08",4,"Is This Love","Whitesnake"
"1988-01-08",5,"The Way You Make Me Feel","Michael Jackson"
"1988-01-08",6,"Need You Tonight","INXS"
"1988-01-08",7,"Shake Your Love","Debbie Gibson"
"1988-01-08",8,"Cherry Bomb","John Mellencamp"
"1988-01-08",9,"Tell It To My Heart(Dub)","Taylor Dayne"
"1988-01-08",10,"Don't You Want Me","Jody Watley"
"1988-01-08",11,"Candle In The Wind","Elton John"
"1988-01-08",12,"Hazy Shade Of Winter","The Bangles"
"1988-01-08",13,"Catch Me (I'm Falling) (From The Film ""Hiding Out"")","Pretty Poison"
"1988-01-08",14,"Could've Been","Tiffany"
"1988-01-08",15,"Valerie","Steve Winwood"
"1988-01-08",16,"Seasons Change","Expose"
"1988-01-08",17,"There's The Girl","Heart"
"1988-01-08",18,"Dude (Looks Like A Lady)","Aerosmith"
"1988-01-08",19,"Heaven Is A Place On Earth","Belinda Carlisle"
"1988-01-08",20,"I Could Never Take The Place Of Your Man","Prince"
"1988-01-08",21,"Crazy","Icehouse"
"1988-01-08",22,"I Want To Be Your Man","Roger"
"1988-01-08",23,"Hungry Eyes (From ""Dirty Dancing"")","Eric Carmen"
"1988-01-08",24,"Animal","Def Leppard"
"1988-01-08",25,"Tunnel Of Love","Bruce Springsteen"
"1988-01-08",26,"Power Of Love","Laura Branigan"
"1988-01-08",27,"I Live For Your Love","Natalie Cole"
"1988-01-08",28,"(I've Had) The Time Of My Life","Bill Medley & Jennifer Warnes"
"1988-01-08",29,"Say You Will","Foreigner"
"1988-01-08",30,"Don't Shed A Tear","Paul Carrack"
"1988-01-08",31,"What Have I Done To Deserve This?","Pet Shop Boys & Dusty Springfield"
"1988-01-08",32,"Should've Known Better","Richard Marx"
"1988-01-08",33,"Honestly","Stryper"
"1988-01-08",34,"Everywhere","Fleetwood Mac"
"1988-01-08",35,"Pop Goes The World","Men Without Hats"
"1988-01-08",36,"We'll Be Together","Sting"
"1988-01-08",37,"That's What Love Is All About","Michael Bolton"
"1988-01-08",38,"True Faith","New Order"
"1988-01-08",39,"Push It","Salt-N-Pepa"
"1988-01-08",40,"Just Like Heaven","The Cure"
"1988-01-08",41,"I Found Someone","Cher"
"1988-01-08",42,"Can't Stay Away From You","Gloria Estefan & Miami Sound Machine"
"1988-01-08",43,"Motortown","The Kane Gang"
"1988-01-08",44,"Pump Up The Volume","M/A/R/R/S"
"1988-01-08",45,"The One I Love","R.E.M."
"1988-01-08",46,"I Think We're Alone Now","Tiffany"
"1988-01-08",47,"I Can't Help It","Bananarama"
"1988-01-08",48,"She's Like The Wind","Patrick Swayze (Featuring Wendy Fraser)"
