"date","rank","song","artist"
"1998-01-01",1,"Candle In The Wind 1997/Something About The Way You Look Tonight","Elton John"
"1998-01-01",2,"Been Around The World","Puff Daddy & The Family (Feat. The Notorious B.I.G. & Mase)"
"1998-01-01",3,"How Do I Live","LeAnn Rimes"
"1998-01-01",4,"Together Again","Janet"
"1998-01-01",5,"My Body","LSG"
"1998-01-01",6,"You Make Me Wanna...","Usher"
"1998-01-01",7,"Truly Madly Deeply","Savage Garden"
"1998-01-01",8,"Feel So Good","Mase"
"1998-01-01",9,"A Song For Mama","Boyz II Men"
"1998-01-01",10,"Show Me Love","Robyn"
"1998-01-01",11,"I Will Come To You","Hanson"
"1998-01-01",12,"My Love Is The Shhh!","Somethin' For The People Featuring Trina & Tamara"
"1998-01-01",13,"Tubthumping","Chumbawamba"
"1998-01-01",14,"We're Not Making Love No More","Dru Hill"
"1998-01-01",15,"I Don't Ever Want To See You Again","Uncle Sam"
"1998-01-01",16,"The One I Gave My Heart To","Aaliyah"
"1998-01-01",17,"I Don't Want To Wait","Paula Cole"
"1998-01-01",18,"Butta Love","Next"
"1998-01-01",19,"Spice Up Your Life","Spice Girls"
"1998-01-01",20,"Sock It 2 Me","Missy ""Misdemeanor"" Elliott Featuring Da Brat"
"1998-01-01",21,"All Cried Out","Allure Featuring 112"
"1998-01-01",22,"I Do","Lisa Loeb"
"1998-01-01",23,"How's It Going To Be","Third Eye Blind"
"1998-01-01",24,"Lollipop (Candyman)","Aqua"
"1998-01-01",25,"4 Seasons Of Loneliness","Boyz II Men"
"1998-01-01",26,"Foolish Games/You Were Meant For Me","Jewel"
"1998-01-01",27,"What About Us","Total"
"1998-01-01",28,"Semi-Charmed Life","Third Eye Blind"
"1998-01-01",29,"Quit Playing Games (With My Heart)","Backstreet Boys"
"1998-01-01",30,"No, No, No","Destiny's Child"
"1998-01-01",31,"Criminal","Fiona Apple"
"1998-01-01",32,"Going Back To Cali","The Notorious B.I.G."
"1998-01-01",33,"Heaven","Nu Flavor"
"1998-01-01",34,"Mo Money Mo Problems","The Notorious B.I.G. Featuring Puff Daddy & Mase"
"1998-01-01",35,"All For You","Sister Hazel"
"1998-01-01",36,"Breaking All The Rules","She Moves"
"1998-01-01",37,"If I Could Teach The World","Bone Thugs-N-Harmony"
"1998-01-01",38,"The Memory Remains","Metallica"
"1998-01-01",39,"Building A Mystery","Sarah McLachlan"
"1998-01-01",40,"Honey","Mariah Carey"
"1998-01-01",41,"I'll Be Missing You","Puff Daddy & Faith Evans Featuring 112"
"1998-01-01",42,"No Tengo Dinero","Los Umbrellos"
"1998-01-01",43,"Don't Be Stupid (You Know I Love You)","Shania Twain"
"1998-01-01",44,"They Like It Slow","H-Town"
"1998-01-01",45,"Kiss The Rain","Billie Myers"
"1998-01-01",46,"2 Become 1","Spice Girls"
"1998-01-01",47,"Invisible Man","98 Degrees"
"1998-01-01",48,"At The Beginning","Richard Marx & Donna Lewis"
"1998-01-01",49,"Sunny Came Home","Shawn Colvin"
"1998-01-01",50,"I Care 'Bout You","Milestone"
"1998-01-01",51,"You Light Up My Life","LeAnn Rimes"
"1998-01-01",52,"Everything","Mary J. Blige"
"1998-01-01",53,"32 Flavors","Alana Davis"
"1998-01-01",54,"Love Gets Me Every Time","Shania Twain"
"1998-01-01",55,"What If","Reba McEntire"
"1998-01-01",56,"Legend Of A Cowgirl","Imani Coppola"
"1998-01-01",57,"Still Waters (Run Deep)","Bee Gees"
"1998-01-01",58,"Just Clownin'","WC From Westside Connection"
"1998-01-01",59,"So Help Me Girl","Gary Barlow"
"1998-01-01",60,"Roxanne `97 - Puff Daddy Remix","Sting & The Police"
"1998-01-01",61,"I Miss My Homies","Master P Featuring Pimp C And The Shocker"
"1998-01-01",62,"Tuck Me In","Kimberly Scott"
"1998-01-01",63,"You're Not Alone","Olive"
"1998-01-01",64,"I'm Not A Player","Big Punisher"
"1998-01-01",65,"So Good","Davina"
