"date","rank","song","artist"
"1984-01-01",1,"Say Say Say","Paul McCartney And Michael Jackson"
"1984-01-01",2,"Say It Isn't So","Daryl Hall John Oates"
"1984-01-01",3,"Union Of The Snake","Duran Duran"
"1984-01-01",4,"Owner Of A Lonely Heart","Yes"
"1984-01-01",5,"Twist Of Fate","Olivia Newton-John"
"1984-01-01",6,"Talking In Your Sleep","The Romantics"
"1984-01-01",7,"Break My Stride","Matthew Wilder"
"1984-01-01",8,"I Guess That's Why They Call It The Blues","Elton John"
"1984-01-01",9,"Undercover Of The Night","The Rolling Stones"
"1984-01-01",10,"All Night Long (All Night)","Lionel Richie"
"1984-01-01",11,"Uptown Girl","Billy Joel"
"1984-01-01",12,"Love Is A Battlefield","Pat Benatar"
"1984-01-01",13,"Karma Chameleon","Culture Club"
"1984-01-01",14,"Major Tom (Coming Home)","Peter Schilling"
"1984-01-01",15,"Running With The Night","Lionel Richie"
"1984-01-01",16,"Church Of The Poison Mind","Culture Club"
"1984-01-01",17,"Joanna","Kool & The Gang"
"1984-01-01",18,"Read 'Em And Weep","Barry Manilow"
"1984-01-01",19,"Synchronicity II","The Police"
"1984-01-01",20,"Cum On Feel The Noize","Quiet Riot"
"1984-01-01",21,"The Curly Shuffle","Jump 'n The Saddle"
"1984-01-01",22,"That's All","Genesis"
"1984-01-01",23,"If I'd Been The One","Thirty Eight Special"
"1984-01-01",24,"I Still Can't Get Over Loving You","Ray Parker Jr."
"1984-01-01",25,"Time Will Reveal","Debarge"
"1984-01-01",26,"Pink Houses","John Mellencamp"
"1984-01-01",27,"Holiday","Madonna"
"1984-01-01",28,"Why Me?","Irene Cara"
"1984-01-01",29,"Islands In The Stream","Kenny Rogers Duet With Dolly Parton"
"1984-01-01",30,"Think Of Laura","Christopher Cross"
"1984-01-01",31,"Stay With Me Tonight","Jeffrey Osborne"
"1984-01-01",32,"Gold","Spandau Ballet"
"1984-01-01",33,"The Sign Of Fire","The Fixx"
"1984-01-01",34,"So Bad","Paul McCartney"
"1984-01-01",35,"In A Big Country","Big Country"
"1984-01-01",36,"Baby I Lied","Deborah Allen"
"1984-01-01",37,"Middle Of The Road","Pretenders"
"1984-01-01",38,"Let The Music Play","Shannon"
"1984-01-01",39,"An Innocent Man","Billy Joel"
"1984-01-01",40,"In The Mood","Robert Plant"
"1984-01-01",41,"Remember The Night","The Motels"
"1984-01-01",42,"Send Me An Angel","Real Life"
"1984-01-01",43,"Nightbird","Stevie Nicks"
"1984-01-01",44,"When The Lights Go Out","Naked Eyes"
"1984-01-01",45,"Yah Mo B There","James Ingram With Michael McDonald"
"1984-01-01",46,"Ebony Eyes","Rick James And Smokey Robinson"
"1984-01-01",47,"The Dream","Irene Cara"
"1984-01-01",48,"Take Me Back","Bonnie Tyler"
"1984-01-01",49,"Ain't Nobody","Rufus And Chaka Khan"
"1984-01-01",50,"99 Luftballons","Nena"
"1984-01-01",51,"Crumblin' Down","John Cougar Mellencamp"
"1984-01-01",52,"Save The Last Dance For Me","Dolly Parton"
"1984-01-01",53,"Heart And Soul","Huey Lewis & The News"
"1984-01-01",54,"The Politics Of Dancing","Re-flex"
"1984-01-01",55,"Big Crash","Eddie Money"
"1984-01-01",56,"What's New","Linda Ronstadt & The Nelson Riddle Orchestra"
"1984-01-01",57,"Almost Over You","Sheena Easton"
"1984-01-01",58,"(You Can Still) Rock In America","Night Ranger"
"1984-01-01",59,"Give It Up","The Alan Parsons Project"
"1984-01-01",60,"You Don't Believe","NEW"
"1984-01-01",61,"Wrapped Around Your Finger","NEW"
"1984-01-01",62,"Girls Just Want To Have Fun","The Police"
"1984-01-01",63,"Wet My Whistle","Cyndi Lauper"
"1984-01-01",64,"P.Y.T. (Pretty Young Thing)","Midnight Star"
"1984-01-01",65,"Souls","Michael Jackson"
"1984-01-01",66,"You're Looking Like Love To Me","Rick Springfield"
"1984-01-01",67,"I Won't Stand In Your Way","Peabo Bryson & Roberta Flack"
"1984-01-01",68,"The Way He Makes Me Feel","Stray Cats"
"1984-01-01",69,"Lick It Up","Barbra Streisand"
"1984-01-01",70,"Tell Me If You Still Care","KISS"
