"date","rank","song","artist"
"1980-01-01",1,"Please Don't Go","KC And The Sunshine Band"
"1980-01-01",2,"Escape (The Pina Colada Song)","Rupert Holmes"
"1980-01-01",3,"Rock With You","Michael Jackson"
"1980-01-01",4,"Send One Your Love","Stevie Wonder"
"1980-01-01",5,"Do That To Me One More Time","Captain & Tennille"
"1980-01-01",6,"Babe","Styx"
"1980-01-01",7,"Still","Commodores"
"1980-01-01",8,"Coward Of The County","Kenny Rogers"
"1980-01-01",9,"Ladies Night","Kool & The Gang"
"1980-01-01",10,"We Don't Talk Anymore","Cliff Richard"
"1980-01-01",11,"Cool Change","Little River Band"
"1980-01-01",12,"Cruisin'","Smokey Robinson"
"1980-01-01",13,"The Long Run","Eagles"
"1980-01-01",14,"Head Games","Foreigner"
"1980-01-01",15,"Better Love Next Time","Dr. Hook"
"1980-01-01",16,"Jane","Jefferson Starship"
"1980-01-01",17,"I Wanna Be Your Lover","Prince"
"1980-01-01",18,"This Is It","Kenny Loggins"
"1980-01-01",19,"I Want You Tonight","Pablo Cruise"
"1980-01-01",20,"You're Only Lonely","J.D. Souther"
"1980-01-01",21,"No More Tears (Enough Is Enough)","Barbra Streisand/Donna Summer"
"1980-01-01",22,"Don't Do Me Like That","Tom Petty And The Heartbreakers"
"1980-01-01",23,"Wait For Me","Daryl Hall John Oates"
"1980-01-01",24,"Don't Let Go","Isaac Hayes"
"1980-01-01",25,"Sara","Fleetwood Mac"
"1980-01-01",26,"Take The Long Way Home","Supertramp"
"1980-01-01",27,"Damned If I Do","The Alan Parsons Project"
"1980-01-01",28,"Third Time Lucky (First Time I Was A Fool)","Foghat"
"1980-01-01",29,"Deja Vu","Dionne Warwick"
"1980-01-01",30,"Chiquitita","ABBA"
"1980-01-01",31,"Yes, I'm Ready","Teri DeSario With K.C."
"1980-01-01",32,"Pop Muzik","Crystal Gayle"
"1980-01-01",33,"Half The Way","Eagles"
"1980-01-01",34,"Heartache Tonight","Steve Forbert"
"1980-01-01",35,"Romeo's Tune","Herb Alpert"
"1980-01-01",36,"Rotation","Sugarhill Gang"
"1980-01-01",37,"Rapper's Delight","Blackfoot"
"1980-01-01",38,"Train, Train","Rita Coolidge"
"1980-01-01",39,"I'd Rather Leave While I'm In Love","The O'Jays"
"1980-01-01",40,"Forever Mine","Tom Johnston"
"1980-01-01",41,"Savannah Nights","Led Zeppelin"
"1980-01-01",42,"Fool In The Rain","Queen"
"1980-01-01",43,"Crazy Little Thing Called Love","Cheap Trick"
"1980-01-01",44,"Voices","Styx"
"1980-01-01",45,"Why Me","Santana"
"1980-01-01",46,"You Know That I Love You","Suzi Quatro"
"1980-01-01",47,"She's In Love With You","Rufus And Chaka Khan"
"1980-01-01",48,"Do You Love What You Feel","Mistress"
"1980-01-01",49,"Mistrusted Love","Robert John"
"1980-01-01",50,"Lonely Eyes","John Stewart"
"1980-01-01",51,"Lost Her In The Sun","Joyce Cobb"
"1980-01-01",52,"Dig The Gold","Electric Light Orchestra"
"1980-01-01",53,"Last Train To London","Neil Diamond"
"1980-01-01",54,"September Morn'","The Flying Lizards"
"1980-01-01",55,"Money","Anne Murray"
"1980-01-01",56,"Daydream Believer","Bar-Kays"
"1980-01-01",57,"Move Your Boogie Body","Commodores"
"1980-01-01",58,"Wonderland","The Dirt Band"
"1980-01-01",59,"An American Dream","The Inmates"
"1980-01-01",60,"Dirty Water","Dann Rogers"
"1980-01-01",61,"Looks Like Love Again","The Spinners"
"1980-01-01",62,"Working My Way Back To You/Forgive Me, Girl","Pleasure"
"1980-01-01",63,"Glide","Barry Manilow"
"1980-01-01",64,"Ships","Pat Benatar"
"1980-01-01",65,"Heartbreaker","Barry Manilow"
"1980-01-01",66,"When I Wanted You","Dan Fogelberg"
"1980-01-01",67,"Longer","Peter Brown"
"1980-01-01",68,"Stargazer","John Cougar"
"1980-01-01",69,"I Need A Lover","Leif Garrett"
"1980-01-01",70,"Memorize Your Number","Earth, Wind & Fire"
"1980-01-01",71,"Star","Robert Palmer"
"1980-01-01",72,"Can We Still Be Friends","Toto"
"1980-01-01",73,"99","Shalamar"
"1980-01-01",74,"The Second Time Around","Bonnie Raitt"
"1980-01-01",75,"You're Gonna Get What's Coming","Rod Stewart"
"1980-01-01",76,"I Don't Want To Talk About It","Bonnie Pointer"
"1980-01-01",77,"I Can't Help Myself (Sugar Pie, Honey Bunch)","Dollar"
"1980-01-01",78,"Shooting Star","Jennifer Warnes"
"1980-01-01",79,"Don't Make Me Over","Jimmy Buffett"
"1980-01-01",80,"Volcano","NEW"
"1980-01-01",81,"I'm Alive","NEW"
"1980-01-01",82,"Broken Hearted Me","Gamma"
"1980-01-01",83,"Flirtin' With Disaster","Anne Murray"
"1980-01-01",84,"Video Killed The Radio Star","NEW"
"1980-01-01",85,"Make Believe It's Your First Time","NEW"
"1980-01-01",86,"Goodnight My Love","Molly Hatchet"
"1980-01-01",87,"I Still Have Dreams","The Buggles"
"1980-01-01",88,"Love Pains","NEW"
"1980-01-01",89,"I Call Your Name","NEW"
"1980-01-01",90,"Let Me Sleep Alone","Bobby Vinton"
"1980-01-01",91,"With You I'm Born Again","NEW"
"1980-01-01",92,"Holdin' On For Dear Love","NEW"
"1980-01-01",93,"Bad Times","Mike Pinera"
"1980-01-01",94,"Since You Been Gone","Richie Furay"
"1980-01-01",95,"Rainbow Connection","Yvonne Elliman"
"1980-01-01",96,"Rise","Switch"
"1980-01-01",97,"You Decorated My Life","Cugini"
"1980-01-01",98,"Dim All The Lights","Billy Preston & Syreeta"
"1980-01-01",99,"Tusk","Lobo"
"1980-01-01",100,"Message In A Bottle","NEW"
"1980-01-08",1,"Escape (The Pina Colada Song)","Rupert Holmes"
"1980-01-08",2,"Rock With You","Michael Jackson"
"1980-01-08",3,"Do That To Me One More Time","Captain & Tennille"
"1980-01-08",4,"Send One Your Love","Stevie Wonder"
"1980-01-08",5,"Please Don't Go","KC And The Sunshine Band"
"1980-01-08",6,"Still","Commodores"
"1980-01-08",7,"Coward Of The County","Kenny Rogers"
"1980-01-08",8,"Ladies Night","Kool & The Gang"
"1980-01-08",9,"We Don't Talk Anymore","Cliff Richard"
"1980-01-08",10,"Babe","Styx"
"1980-01-08",11,"Cool Change","Little River Band"
"1980-01-08",12,"Cruisin'","Smokey Robinson"
"1980-01-08",13,"The Long Run","Eagles"
"1980-01-08",14,"Better Love Next Time","Dr. Hook"
"1980-01-08",15,"Jane","Jefferson Starship"
"1980-01-08",16,"I Wanna Be Your Lover","Prince"
"1980-01-08",17,"This Is It","Kenny Loggins"
"1980-01-08",18,"Head Games","Foreigner"
"1980-01-08",19,"Don't Do Me Like That","Tom Petty And The Heartbreakers"
"1980-01-08",20,"Sara","Fleetwood Mac"
"1980-01-08",21,"Wait For Me","Daryl Hall John Oates"
"1980-01-08",22,"Don't Let Go","Isaac Hayes"
"1980-01-08",23,"You're Only Lonely","J.D. Souther"
"1980-01-08",24,"No More Tears (Enough Is Enough)","Barbra Streisand/Donna Summer"
"1980-01-08",25,"I Want You Tonight","Pablo Cruise"
"1980-01-08",26,"Third Time Lucky (First Time I Was A Fool)","Foghat"
"1980-01-08",27,"Deja Vu","Dionne Warwick"
"1980-01-08",28,"Yes, I'm Ready","Teri DeSario With K.C."
"1980-01-08",29,"Chiquitita","ABBA"
"1980-01-08",30,"Crazy Little Thing Called Love","Queen"
"1980-01-08",31,"Romeo's Tune","Steve Forbert"
"1980-01-08",32,"Rotation","Herb Alpert"
"1980-01-08",33,"An American Dream","The Dirt Band"
"1980-01-08",34,"Savannah Nights","Tom Johnston"
"1980-01-08",35,"Take The Long Way Home","Supertramp"
"1980-01-08",36,"Rapper's Delight","Sugarhill Gang"
"1980-01-08",37,"Forever Mine","The O'Jays"
"1980-01-08",38,"I'd Rather Leave While I'm In Love","Rita Coolidge"
"1980-01-08",39,"Train, Train","Blackfoot"
"1980-01-08",40,"Fool In The Rain","Led Zeppelin"
"1980-01-08",41,"Voices","Cheap Trick"
"1980-01-08",42,"Why Me","Styx"
"1980-01-08",43,"You Know That I Love You","Santana"
"1980-01-08",44,"Do You Love What You Feel","Rufus And Chaka Khan"
