"date","rank","song","artist"
"1983-01-01",1,"Maneater","Daryl Hall John Oates"
"1983-01-01",2,"Mickey","Toni Basil"
"1983-01-01",3,"The Girl Is Mine","Michael Jackson And Paul McCartney"
"1983-01-01",4,"Dirty Laundry","Don Henley"
"1983-01-01",5,"Gloria","Laura Branigan"
"1983-01-01",6,"Steppin' Out","Joe Jackson"
"1983-01-01",7,"Sexual Healing","Marvin Gaye"
"1983-01-01",8,"Down Under","Men At Work"
"1983-01-01",9,"Rock This Town","Stray Cats"
"1983-01-01",10,"Truly","Lionel Richie"
"1983-01-01",11,"It's Raining Again","Supertramp Featuring Roger Hodgson"
"1983-01-01",12,"Heartbreaker","Dionne Warwick"
"1983-01-01",13,"Shadows Of The Night","Pat Benatar"
"1983-01-01",14,"Africa","Toto"
"1983-01-01",15,"Rock The Casbah","The Clash"
"1983-01-01",16,"You And I","Eddie Rabbitt With Crystal Gayle"
"1983-01-01",17,"Baby, Come To Me","Patti Austin A Duet With James Ingram"
"1983-01-01",18,"The Other Guy","Little River Band"
"1983-01-01",19,"The Look Of Love (Part One)","ABC"
"1983-01-01",20,"You Can't Hurry Love","Phil Collins"
"1983-01-01",21,"Up Where We Belong","Joe Cocker And Jennifer Warnes"
"1983-01-01",22,"Heart To Heart","Kenny Loggins"
"1983-01-01",23,"Missing You","Dan Fogelberg"
"1983-01-01",24,"Hand To Hold On To","John Cougar"
"1983-01-01",25,"Goody Two Shoes","Adam Ant"
"1983-01-01",26,"I Do","The J. Geils Band"
"1983-01-01",27,"Love In Store","Fleetwood Mac"
"1983-01-01",28,"You Got Lucky","Tom Petty And The Heartbreakers"
"1983-01-01",29,"On The Wings Of Love","Jeffrey Osborne"
"1983-01-01",30,"Shame On The Moon","Bob Seger & The Silver Bullet Band"
"1983-01-01",31,"Let's Go Dancin' (ooh La, La, La)","Kool & The Gang"
"1983-01-01",32,"Everybody Wants You","Billy Squier"
"1983-01-01",33,"A Penny For Your Thoughts","Tavares"
"1983-01-01",34,"What About Me","Moving Pictures"
"1983-01-01",35,"Shock The Monkey","Peter Gabriel"
"1983-01-01",36,"Heart Of The Night","Juice Newton"
"1983-01-01",37,"Allentown","Billy Joel"
"1983-01-01",38,"Does It Make You Remember","Kim Carnes"
"1983-01-01",39,"Your Love Is Driving Me Crazy","Sammy Hagar"
"1983-01-01",40,"Two Less Lonely People In The World","Air Supply"
"1983-01-01",41,"Muscles","Diana Ross"
"1983-01-01",42,"Space Age Love Song","A Flock Of Seagulls"
"1983-01-01",43,"Stray Cat Strut","Stray Cats"
"1983-01-01",44,"I Gotta Try","Michael McDonald"
"1983-01-01",45,"Memory","Barry Manilow"
"1983-01-01",46,"Heart Attack","Olivia Newton-John"
"1983-01-01",47,"Bad Boy","Ray Parker Jr."
"1983-01-01",48,"Right Before Your Eyes","America"
"1983-01-01",49,"All Those Lies","Glenn Frey"
"1983-01-01",50,"Put It In A Magazine","Sonny Charles"
"1983-01-01",51,"Do You Really Want To Hurt Me","Culture Club"
"1983-01-01",52,"Twilight Zone","Golden Earring"
"1983-01-01",53,"I Knew You When","Linda Ronstadt"
"1983-01-01",54,"I Know There's Something Going On","Frida"
"1983-01-01",55,"Bad Boy/Having A Party","Luther Vandross"
"1983-01-01",56,"On The Loose","Saga"
"1983-01-01",57,"Psychobabble","The Alan Parsons Project"
"1983-01-01",58,"Be My Lady","Jefferson Starship"
"1983-01-01",59,"Pass The Dutchie","Musical Youth"
"1983-01-01",60,"The Woman In Me","Donna Summer"
"1983-01-01",61,"(you're So Square) Baby, I Don't Care","Joni Mitchell"
"1983-01-01",62,"Whatcha Gonna Do","Chilliwack"
"1983-01-01",63,"Back On The Chain Gang","Pretenders"
"1983-01-01",64,"After I Cry Tonight","Lanier & Co."
"1983-01-01",65,"1999","Prince"
"1983-01-01",66,"Nowhere To Run","Santana"
