"date","rank","song","artist"
"2012-01-01",1,"Sexy And I Know It","LMFAO"
"2012-01-01",2,"We Found Love","Rihanna Featuring Calvin Harris"
"2012-01-01",3,"The One That Got Away","Katy Perry"
"2012-01-01",4,"It Will Rain","Bruno Mars"
"2012-01-01",5,"Ni**as in Paris","Jay Z Kanye West"
"2012-01-01",6,"Good Feeling","Flo Rida"
"2012-01-01",7,"Set Fire To The Rain","Adele"
"2012-01-01",8,"Someone Like You","Adele"
"2012-01-01",9,"Party Rock Anthem","LMFAO Featuring Lauren Bennett & GoonRock"
"2012-01-01",10,"Dance (A$$)","Big Sean Featuring Nicki Minaj"
"2012-01-01",11,"Stereo Hearts","Gym Class Heroes Featuring Adam Levine"
"2012-01-01",12,"Moves Like Jagger","Maroon 5 Featuring Christina Aguilera"
"2012-01-01",13,"5 O'Clock","T-Pain Featuring Wiz Khalifa & Lily Allen"
"2012-01-01",14,"Without You","David Guetta Featuring Usher"
"2012-01-01",15,"Headlines","Drake"
"2012-01-01",16,"Young, Wild & Free","Snoop Dogg & Wiz Khalifa Featuring Bruno Mars"
"2012-01-01",17,"Work Out","J. Cole"
"2012-01-01",18,"Red Solo Cup","Toby Keith"
"2012-01-01",19,"Mistletoe","Justin Bieber"
"2012-01-01",20,"Pumped Up Kicks","Foster The People"
"2012-01-01",21,"The Motto","Drake Featuring Lil Wayne"
"2012-01-01",22,"You Da One","Rihanna"
"2012-01-01",23,"Not Over You","Gavin DeGraw"
"2012-01-01",24,"Make Me Proud","Drake Featuring Nicki Minaj"
"2012-01-01",25,"Domino","Jessie J"
"2012-01-01",26,"I Don't Want This Night To End","Luke Bryan"
"2012-01-01",27,"Love You Like A Love Song","Selena Gomez & The Scene"
"2012-01-01",28,"Super Bass","Nicki Minaj"
"2012-01-01",29,"I Like It Like That","Hot Chelle Rae Featuring New Boyz"
"2012-01-01",30,"Safe & Sound","NEW"
"2012-01-01",31,"You Make Me Feel...","NEW"
"2012-01-01",32,"Mr. Know It All","Taylor Swift Featuring The Civil Wars"
"2012-01-01",33,"International Love","Cobra Starship Featuring Sabi"
"2012-01-01",34,"It Girl","Kelly Clarkson"
"2012-01-01",35,"Rolling In The Deep","Pitbull Featuring Chris Brown"
"2012-01-01",36,"She Will","Jason Derulo"
"2012-01-01",37,"Just A Kiss","Adele"
"2012-01-01",38,"Give Me Everything","Lil Wayne Featuring Drake"
"2012-01-01",39,"Marry The Night","Lady Antebellum"
"2012-01-01",40,"Tattoos On This Town","Pitbull Featuring Ne-Yo, Afrojack & Nayer"
"2012-01-01",41,"Strange Clouds","Lady Gaga"
"2012-01-01",42,"Fly","Jason Aldean"
"2012-01-01",43,"Paradise","B.o.B Featuring Lil Wayne"
"2012-01-01",44,"Rack City","Nicki Minaj Featuring Rihanna"
"2012-01-01",45,"Ours","Coldplay"
"2012-01-01",46,"God Gave Me You","Tyga"
"2012-01-01",47,"Blackout","Taylor Swift"
"2012-01-01",48,"Lotus Flower Bomb","Blake Shelton"
"2012-01-01",49,"Take Care","Breathe Carolina"
"2012-01-01",50,"Easy","Wale Featuring Miguel"
"2012-01-01",51,"Drink In My Hand","Drake Featuring Rihanna"
"2012-01-01",52,"A Thousand Years","Rascal Flatts Featuring Natasha Bedingfield"
"2012-01-01",53,"Keep Me In Mind","Eric Church"
"2012-01-01",54,"Tonight Is The Night","Christina Perri"
"2012-01-01",55,"The Trouble With Girls","Zac Brown Band"
"2012-01-01",56,"Let It Rain","Outasight"
"2012-01-01",57,"Wild Ones","Scotty McCreery"
"2012-01-01",58,"All Your Life","David Nail Featuring Sarah Buxton"
"2012-01-01",59,"We Owned The Night","NEW"
"2012-01-01",60,"You","NEW"
"2012-01-01",61,"I Do","Flo Rida Featuring Sia"
"2012-01-01",62,"Turn Me On","The Band Perry"
"2012-01-01",63,"Brighter Than The Sun","Lady Antebellum"
"2012-01-01",64,"Heartbeat","Chris Young"
"2012-01-01",65,"Party","NEW"
"2012-01-01",66,"When We Stand Together","NEW"
"2012-01-01",67,"Can't Get Enough","Young Jeezy Featuring Jay-Z & Andre 3000"
"2012-01-01",68,"Wish You Were Here","David Guetta Featuring Nicki Minaj"
"2012-01-01",69,"Scary Monsters And Nice Sprites","Colbie Caillat"
"2012-01-01",70,"You The Boss","The Fray"
"2012-01-01",71,"Levels","Beyonce Featuring Andre 3000"
"2012-01-01",72,"Blunt Blowin","Nickelback"
"2012-01-01",73,"Bait A Hook","J. Cole Featuring Trey Songz"
"2012-01-01",74,"Mirror","Avril Lavigne"
"2012-01-01",75,"Donald Trump","NEW"
"2012-01-01",76,"Better Than I Know Myself","NEW"
"2012-01-01",77,"Alone With You","Skrillex"
"2012-01-01",78,"Rumour Has It","Rick Ross Featuring Nicki Minaj"
"2012-01-01",79,"I'm Gonna Love You Through It","Avicii"
"2012-01-01",80,"Countdown","RE- ENTRY"
"2012-01-01",81,"Stupid Hoe","RE- ENTRY"
"2012-01-01",82,"Lonely Boy","Lil Wayne"
"2012-01-01",83,"Ass Back Home","Justin Moore"
"2012-01-01",84,"Storm Warning","RE- ENTRY"
"2012-01-01",85,"First Of The Year (Equinox)","RE- ENTRY"
"2012-01-01",86,"Drummer Boy","Lil Wayne Featuring Bruno Mars"
"2012-01-01",87,"Nothing","RE- ENTRY"
"2012-01-01",88,"Knock Knock","RE- ENTRY"
"2012-01-01",89,"Love On Top","Mac Miller"
"2012-01-01",90,"Party On Fifth Ave.","NEW"
"2012-01-01",91,"Baggage Claim","NEW"
"2012-01-01",92,"Strip","Adam Lambert"
"2012-01-01",93,"Good Good Night","Jake Owen"
"2012-01-01",94,"Wobble","RE- ENTRY"
"2012-01-01",95,"Home","RE- ENTRY"
"2012-01-01",96,"Shake It Out","Adele"
"2012-01-01",97,"Sail","Martina McBride"
"2012-01-01",98,"Camouflage","Beyonce"
"2012-01-01",99,"That Way","NEW"
"2012-01-01",100,"We Are Young","NEW"
"2012-01-08",1,"Sexy And I Know It","LMFAO"
"2012-01-08",2,"We Found Love","Rihanna Featuring Calvin Harris"
"2012-01-08",3,"The One That Got Away","Katy Perry"
"2012-01-08",4,"It Will Rain","Bruno Mars"
