"date","rank","song","artist"
"2022-01-01",1,"All I Want For Christmas Is You","Mariah Carey"
"2022-01-01",2,"Rockin' Around The Christmas Tree","Brenda Lee"
"2022-01-01",3,"Jingle Bell Rock","Bobby Helms"
"2022-01-01",4,"A Holly Jolly Christmas","Burl Ives"
"2022-01-01",5,"Easy On Me","Adele"
"2022-01-01",6,"It's The Most Wonderful Time Of The Year","Andy Williams"
"2022-01-01",7,"Last Christmas","Wham!"
"2022-01-01",8,"Feliz Navidad","Jose Feliciano"
"2022-01-01",9,"Stay","The Kid LAROI & Justin Bieber"
"2022-01-01",10,"Sleigh Ride","The Ronettes"
"2022-01-01",11,"The Christmas Song (Merry Christmas To You)","Nat ""King"" Cole"
"2022-01-01",12,"Let It Snow! Let It Snow! Let It Snow!","Dean Martin"
"2022-01-01",13,"Underneath The Tree","Kelly Clarkson"
"2022-01-01",14,"Broadway Girls","NEW"
"2022-01-01",15,"Heat Waves","NEW"
"2022-01-01",16,"Christmas (Baby Please Come Home)","Lil Durk Featuring Morgan Wallen"
"2022-01-01",17,"It's Beginning To Look A Lot Like Christmas","Glass Animals"
"2022-01-01",18,"Santa Tell Me","Darlene Love"
"2022-01-01",19,"Rudolph The Red-Nosed Reindeer","Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra"
"2022-01-01",20,"Happy Holiday / The Holiday Season","Ariana Grande"
"2022-01-01",21,"White Christmas (1947)","Gene Autry & The Pinafores"
"2022-01-01",22,"Industry Baby","Andy Williams"
"2022-01-01",23,"Shivers","Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra"
"2022-01-01",24,"Need To Know","Lil Nas X & Jack Harlow"
"2022-01-01",25,"Run Rudolph Run","Ed Sheeran"
"2022-01-01",26,"Super Gremlin","Doja Cat"
"2022-01-01",27,"abcdefu","Chuck Berry"
"2022-01-01",28,"(There's No Place Like) Home For The Holidays (1959)","Kodak Black"
"2022-01-01",29,"Cold Heart (PNAU Remix)","GAYLE"
"2022-01-01",30,"It's Beginning To Look A Lot Like Christmas","Perry Como With Mitchell Ayers And His Orchestra"
"2022-01-01",31,"Bad Habits","Elton John & Dua Lipa"
"2022-01-01",32,"Smokin Out The Window","Michael Buble"
"2022-01-01",33,"Jingle Bells","Ed Sheeran"
"2022-01-01",34,"You're A Mean One, Mr. Grinch","Silk Sonic (Bruno Mars & Anderson .Paak)"
"2022-01-01",35,"Santa Baby","RE- ENTRY"
"2022-01-01",36,"Wonderful Christmastime","RE- ENTRY"
"2022-01-01",37,"Linus And Lucy (Peanuts Theme)","Frank Sinatra With The Orchestra & Chorus Of Gordon Jenkins"
"2022-01-01",38,"Good 4 U","Thurl Ravenscroft"
"2022-01-01",39,"Ghost","Eartha Kitt With Henri Rene And His Orchestra"
"2022-01-01",40,"Please Come Home For Christmas","Paul McCartney"
"2022-01-01",41,"Santa Claus Is Comin' To Town","NEW"
"2022-01-01",42,"I Hate U","NEW"
"2022-01-01",43,"Little Saint Nick","Vince Guaraldi Trio"
"2022-01-01",44,"Mistletoe","Olivia Rodrigo"
"2022-01-01",45,"Fancy Like","Justin Bieber"
"2022-01-01",46,"Deck The Halls","RE- ENTRY"
"2022-01-01",47,"Have Yourself A Merry Little Christmas","RE- ENTRY"
"2022-01-01",48,"Christmastime Is Here","Eagles"
"2022-01-01",49,"Thats What I Want","RE- ENTRY"
"2022-01-01",50,"One Right Now","RE- ENTRY"
"2022-01-01",51,"Happier Than Ever","Jackson 5"
"2022-01-01",52,"Love Nwantiti (Ah Ah Ah)","SZA"
"2022-01-01",53,"Knife Talk","RE- ENTRY"
"2022-01-01",54,"Thinking 'Bout You","RE- ENTRY"
"2022-01-01",55,"Merry Christmas","The Beach Boys"
"2022-01-01",56,"Better Days","Justin Bieber"
"2022-01-01",57,"Oh My God","Walker Hayes"
"2022-01-01",58,"Way 2 Sexy","RE- ENTRY"
"2022-01-01",59,"Buy Dirt","RE- ENTRY"
"2022-01-01",60,"Meet Me At Our Spot","Nat King Cole"
"2022-01-01",61,"You Should Probably Leave","RE- ENTRY"
"2022-01-01",62,"Christmas Tree Farm (Old Timey Version)","RE- ENTRY"
"2022-01-01",63,"Pick Out A Christmas Tree","Michael Buble"
"2022-01-01",64,"Whiskey And Rain","NEW"
"2022-01-01",65,"Girls Want Girls","NEW"
"2022-01-01",66,"Sand In My Boots","Vince Guaraldi Trio"
"2022-01-01",67,"Who Want Smoke??","Lil Nas X"
"2022-01-01",68,"All Too Well (Taylor's Version)","Post Malone & The Weeknd"
"2022-01-01",69,"Big Energy","Billie Eilish"
"2022-01-01",70,"Enemy","CKay"
"2022-01-01",71,"I'll Be Home For Christmas","Drake Featuring 21 Savage & Project Pat"
"2022-01-01",72,"Chosen","Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter"
"2022-01-01",73,"One Mississippi","Ed Sheeran & Elton John"
"2022-01-01",74,"Burn","NEIKED X Mae Muller X Polo G"
"2022-01-01",75,"Have Mercy","Adele"
"2022-01-01",76,"Woman","Drake Featuring Future & Young Thug"
"2022-01-01",77,"25 Million","Jordan Davis Featuring Luke Bryan"
"2022-01-01",78,"By Your Side","THE ANXIETY: WILLOW & Tyler Cole"
"2022-01-01",79,"Christmas Isn't Canceled (Just You)","Chris Stapleton"
"2022-01-01",80,"For Tonight","Taylor Swift"
"2022-01-01",81,"Life Goes On","Dan + Shay"
"2022-01-01",82,"'Til You Can't","Michael Ray"
"2022-01-01",83,"To Be Loved By You","Drake Featuring Lil Baby"
"2022-01-01",84,"My Universe","Morgan Wallen"
"2022-01-01",85,"Moved To Miami","Nardo Wick Featuring G Herbo, Lil Durk & 21 Savage"
"2022-01-01",86,"Freedom Was A Highway","Taylor Swift"
"2022-01-01",87,"Wandered To LA.","Latto"
"2022-01-01",88,"Already Dead","Imagine Dragons X JID"
"2022-01-01",89,"Tequila Little Time","Camila Cabello"
"2022-01-01",90,"Scorpio","Blxst & Tyga Featuring Ty Dolla $ign"
"2022-01-01",91,"Hibachi","Kane Brown"
"2022-01-01",92,"Heart On Fire","Juice WRLD"
"2022-01-01",93,"Message In A Bottle (Taylor's Version) (From The Vault)","Chloe"
