"date","rank","song","artist"
"1975-01-01",1,"Lucy In The Sky With Diamonds","Elton John"
"1975-01-01",2,"You're The First, The Last, My Everything","Barry White"
"1975-01-01",3,"Kung Fu Fighting","Carl Douglas"
"1975-01-01",4,"Junior's Farm/Sally G","Paul McCartney And Wings"
"1975-01-01",5,"Laughter In The Rain","Neil Sedaka"
"1975-01-01",6,"Angie Baby","Helen Reddy"
"1975-01-01",7,"Only You","Ringo Starr"
"1975-01-01",8,"Boogie On Reggae Woman","Stevie Wonder"
"1975-01-01",9,"Please Mr. Postman","Carpenters"
"1975-01-01",10,"Mandy","Barry Manilow"
"1975-01-01",11,"Cat's In The Cradle","Harry Chapin"
"1975-01-01",12,"Must Of Got Lost","The J. Geils Band"
"1975-01-01",13,"One Man Woman/One Woman Man","Paul Anka with Odia Coates"
"1975-01-01",14,"Bungle In The Jungle","Jethro Tull"
"1975-01-01",15,"Morning Side Of The Mountain","Donny & Marie Osmond"
"1975-01-01",16,"Dark Horse","George Harrison"
"1975-01-01",17,"When Will I See You Again","The Three Degrees"
"1975-01-01",18,"Never Can Say Goodbye","Gloria Gaynor"
"1975-01-01",19,"Sha-La-La (Make Me Happy)","Al Green"
"1975-01-01",20,"Fire","Ohio Players"
"1975-01-01",21,"Doctor's Orders","Carol Douglas"
"1975-01-01",22,"Pick Up The Pieces","AWB"
"1975-01-01",23,"Some Kind Of Wonderful","Grand Funk"
"1975-01-01",24,"You Got The Love","Rufus Featuring Chaka Khan"
"1975-01-01",25,"Rock N' Roll (I Gave You The Best Years Of My Life)","Mac Davis"
"1975-01-01",26,"Ride 'em Cowboy","Paul Davis"
"1975-01-01",27,"Get Dancin'","Disco Tex & The Sex-O-Lettes Featuring Sir Monti Rock III"
"1975-01-01",28,"Dancin' Fool","The Guess Who"
"1975-01-01",29,"I Feel A Song (In My Heart)/Don't Burn Down The Bridge","Gladys Knight And The Pips"
"1975-01-01",30,"From His Woman To You","Barbara Mason"
"1975-01-01",31,"I Can Help","Billy Swan"
"1975-01-01",32,"Best Of My Love","Eagles"
"1975-01-01",33,"Ruby, Baby","Billy ""Crash"" Craddock"
"1975-01-01",34,"I Belong To You","Love Unlimited"
"1975-01-01",35,"Free Bird","Lynyrd Skynyrd"
"1975-01-01",36,"Do It ('til You're Satisfied)","B.T. Express"
"1975-01-01",37,"You're No Good","Linda Ronstadt"
"1975-01-01",38,"Promised Land","Elvis Presley"
"1975-01-01",39,"The Entertainer","Billy Joel"
"1975-01-01",40,"Struttin'","Billy Preston"
"1975-01-01",41,"Look In My Eyes Pretty Woman","Tony Orlando & Dawn"
"1975-01-01",42,"Ain't Too Proud To Beg","The Rolling Stones"
"1975-01-01",43,"Woman To Woman","Shirley Brown"
"1975-01-01",44,"Ready","Cat Stevens"
"1975-01-01",45,"Wishing You Were Here","Chicago"
"1975-01-01",46,"Black Water","The Doobie Brothers"
"1975-01-01",47,"#9 Dream","John Lennon"
"1975-01-01",48,"Changes","David Bowie"
"1975-01-01",49,"Funky President (People It's Bad)/Coldblooded","James Brown"
"1975-01-01",50,"Sugar Pie Guy Pt. 1","The Joneses"
"1975-01-01",51,"You Ain't Seen Nothing Yet/Free Wheelin'","Bachman-Turner Overdrive"
"1975-01-01",52,"My Eyes Adored You","Frankie Valli"
"1975-01-01",53,"Without Love","Aretha Franklin"
"1975-01-01",54,"My Melody Of Love","Bobby Vinton"
"1975-01-01",55,"I've Got The Music In Me","The Kiki Dee Band"
"1975-01-01",56,"Fairytale","The Pointer Sisters"
"1975-01-01",57,"Sunshine Part II","The O'Jays"
"1975-01-01",58,"Your Bulldog Drinks Champagne","Jim Stafford"
"1975-01-01",59,"She's Gone","Tavares"
"1975-01-01",60,"Baby, Hang Up The Phone","Carl Graves"
"1975-01-01",61,"Longfellow Serenade","Neil Diamond"
"1975-01-01",62,"Lady","Styx"
"1975-01-01",63,"Happy People","The Temptations"
"1975-01-01",64,"Sweet Surrender","John Denver"
"1975-01-01",65,"Can't Get It Out Of My Head","Electric Light Orchestra"
"1975-01-01",66,"Lonely People","America"
"1975-01-01",67,"Nightingale","NEW"
"1975-01-01",68,"Philadelphia","NEW"
"1975-01-01",69,"Whatever You Got, I Want","Carole King"
"1975-01-01",70,"Let's Straighten It Out","B.B. King"
"1975-01-01",71,"One Tear","Jackson 5"
"1975-01-01",72,"I Am I Am","Latimore"
"1975-01-01",73,"When A Child Is Born","Eddie Kendricks"
"1975-01-01",74,"Big Yellow Taxi","Smokey Robinson"
"1975-01-01",75,"As Long As He Takes Care Of Home","Michael Holm"
"1975-01-01",76,"Hoppy, Gene And Me","Joni Mitchell"
"1975-01-01",77,"Day Tripper","Candi Staton"
"1975-01-01",78,"I'm A Woman","Roy Rogers"
"1975-01-01",79,"Whatever Gets You Thru The Night","Anne Murray"
"1975-01-01",80,"Don't Call Us, We'll Call You","Maria Muldaur"
"1975-01-01",81,"Back Home Again","John Lennon With The Plastic Ono Nuclear Band"
"1975-01-01",82,"Don't Cha Love It","Sugarloaf/Jerry Corbetta"
"1975-01-01",83,"Midnight Sky (Part 1)","John Denver"
"1975-01-01",84,"To The Door Of The Sun (Alle Porte Del Sole)","The Miracles"
"1975-01-01",85,"Costafine Town","NEW"
"1975-01-01",86,"I Feel Sanctified","NEW"
"1975-01-01",87,"Gee Baby","The Isley Brothers"
"1975-01-01",88,"Rhyme Tyme People","Al Martino"
"1975-01-01",89,"Heartbreak Road","Splinter"
"1975-01-01",90,"Don't Take Your Love","Commodores"
"1975-01-01",91,"Words (are Impossible)","Peter Shelley"
"1975-01-01",92,"Love Don't You Go Through No Changes On Me","NEW"
"1975-01-01",93,"I Wouldn't Treat A Dog (The Way You Treated Me)","NEW"
"1975-01-01",94,"What A Man, My Man Is","Kool & The Gang"
"1975-01-01",95,"Poetry Man","Bill Withers"
"1975-01-01",96,"Let Me Start Tonite","NEW"
"1975-01-01",97,"Ms. Grace","NEW"
"1975-01-01",98,"Lady Marmalade","The Manhattans"
"1975-01-01",99,"Up In A Puff Of Smoke","Margie Joseph"
"1975-01-01",100,"Crazy Talk","NEW"
"1975-01-08",1,"Lucy In The Sky With Diamonds","Elton John"
"1975-01-08",2,"You're The First, The Last, My Everything","Barry White"
"1975-01-08",3,"Junior's Farm/Sally G","Paul McCartney And Wings"
"1975-01-08",4,"Laughter In The Rain","Neil Sedaka"
"1975-01-08",5,"Mandy","Barry Manilow"
