"date","rank","song","artist"
"2013-01-01",1,"Locked Out Of Heaven","Bruno Mars"
"2013-01-01",2,"Diamonds","Rihanna"
"2013-01-01",3,"Ho Hey","The Lumineers"
"2013-01-01",4,"I Knew You Were Trouble.","Taylor Swift"
"2013-01-01",5,"Beauty And A Beat","Justin Bieber Featuring Nicki Minaj"
"2013-01-01",6,"Die Young","Ke$ha"
"2013-01-01",7,"One More Night","Maroon 5"
"2013-01-01",8,"I Cry","Flo Rida"
"2013-01-01",9,"Home","Phillip Phillips"
"2013-01-01",10,"Thrift Shop","Macklemore & Ryan Lewis Featuring Wanz"
"2013-01-01",11,"Don't You Worry Child","Swedish House Mafia Featuring John Martin"
"2013-01-01",12,"Scream & Shout","will.i.am & Britney Spears"
"2013-01-01",13,"Try","P!nk"
"2013-01-01",14,"Some Nights","fun."
"2013-01-01",15,"Let Me Love You (Until You Learn To Love Yourself)","Ne-Yo"
"2013-01-01",16,"Girl On Fire","Alicia Keys Featuring Nicki Minaj"
"2013-01-01",17,"The A Team","Ed Sheeran"
"2013-01-01",18,"It's Time","Imagine Dragons"
"2013-01-01",19,"Gangnam Style","PSY"
"2013-01-01",20,"Swimming Pools (Drank)","Kendrick Lamar"
"2013-01-01",21,"All I Want For Christmas Is You","Mariah Carey"
"2013-01-01",22,"Cruise","Florida Georgia Line Featuring Nelly"
"2013-01-01",23,"Clique","Kanye West, Jay-Z, Big Sean"
"2013-01-01",24,"F**kin Problems","A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar"
"2013-01-01",25,"Adorn","Miguel"
"2013-01-01",26,"Sweet Nothing","Calvin Harris Featuring Florence Welch"
"2013-01-01",27,"Don't Stop The Party","Pitbull Featuring TJR"
"2013-01-01",28,"Too Close","Alex Clare"
"2013-01-01",29,"We Are Never Ever Getting Back Together","Taylor Swift"
"2013-01-01",30,"Catch My Breath","Kelly Clarkson"
"2013-01-01",31,"Va Va Voom","Nicki Minaj"
"2013-01-01",32,"Little Talks","Of Monsters And Men"
"2013-01-01",33,"I'm Different","2 Chainz"
"2013-01-01",34,"No Worries","Lil Wayne Featuring Detail"
"2013-01-01",35,"As Long As You Love Me","Justin Bieber Featuring Big Sean"
"2013-01-01",36,"Wanted","Hunter Hayes"
"2013-01-01",37,"Hall Of Fame","The Script Featuring will.i.am"
"2013-01-01",38,"Bandz A Make Her Dance","Juicy J Featuring Lil Wayne & 2 Chainz"
"2013-01-01",39,"I Will Wait","Mumford & Sons"
"2013-01-01",40,"Thinkin Bout You","Frank Ocean"
"2013-01-01",41,"Little Things","One Direction"
"2013-01-01",42,"Don't Wake Me Up","Chris Brown"
"2013-01-01",43,"Call Me Maybe","Carly Rae Jepsen"
"2013-01-01",44,"Better Dig Two","The Band Perry"
"2013-01-01",45,"Lights","Ellie Goulding"
"2013-01-01",46,"Daylight","Maroon 5"
"2013-01-01",47,"Blow Me (One Last Kiss)","P!nk"
"2013-01-01",48,"Anything Could Happen","Ellie Goulding"
"2013-01-01",49,"Somebody That I Used To Know","Gotye Featuring Kimbra"
"2013-01-01",50,"Every Storm (Runs Out Of Rain)","Gary Allan"
"2013-01-01",51,"Goodbye In Her Eyes","Zac Brown Band"
"2013-01-01",52,"Radioactive","Imagine Dragons"
"2013-01-01",53,"Feel Again","OneRepublic"
"2013-01-01",54,"Til My Last Day","Justin Moore"
"2013-01-01",55,"How Country Feels","Randy Houser"
"2013-01-01",56,"Beer Money","Kip Moore"
"2013-01-01",57,"The Only Way I Know","Jason Aldean With Luke Bryan & Eric Church"
"2013-01-01",58,"Wicked Games","The Weeknd"
"2013-01-01",59,"Birthday Song","2 Chainz Featuring Kanye West"
"2013-01-01",60,"Cry","NEW"
"2013-01-01",61,"Ball","NEW"
"2013-01-01",62,"When I Was Your Man","Cassadee Pope"
"2013-01-01",63,"Madness","T.I. Featuring Lil Wayne"
"2013-01-01",64,"Remember You","RE- ENTRY"
"2013-01-01",65,"Kiss Tomorrow Goodbye","RE- ENTRY"
"2013-01-01",66,"Tornado","Bruno Mars"
"2013-01-01",67,"Don't Judge Me","Muse"
"2013-01-01",68,"Creepin'","Wiz Khalifa Featuring The Weeknd"
"2013-01-01",69,"Somebody's Heartbreak","Luke Bryan"
"2013-01-01",70,"Love Sosa","Little Big Town"
"2013-01-01",71,"Southern Comfort Zone","Chris Brown"
"2013-01-01",72,"Poetic Justice","Eric Church"
"2013-01-01",73,"Skyfall","Hunter Hayes"
"2013-01-01",74,"Live While We're Young","Chief Keef"
"2013-01-01",75,"One Of Those Nights","Brad Paisley"
"2013-01-01",76,"Begin Again","Kendrick Lamar Featuring Drake"
"2013-01-01",77,"Diced Pineapples","Adele"
"2013-01-01",78,"Guap","One Direction"
"2013-01-01",79,"Rest Of My Life","Tim McGraw"
"2013-01-01",80,"El Cerrito Place","Taylor Swift"
"2013-01-01",81,"All Gold Everything","Rick Ross Featuring Wale & Drake"
"2013-01-01",82,"Neva End","Big Sean"
"2013-01-01",83,"Celebration","Ludacris Featuring Usher & David Guetta"
"2013-01-01",84,"Over You","Kenny Chesney"
"2013-01-01",85,"Two Black Cadillacs","Trinidad James"
"2013-01-01",86,"Did It For The Girl","Future"
"2013-01-01",87,"Turn On The Lights","Game Featuring Chris Brown, Tyga, Wiz Khalifa & Lil Wayne"
"2013-01-01",88,"Stubborn Love","RE- ENTRY"
"2013-01-01",89,"Merry Go 'round","RE- ENTRY"
"2013-01-01",90,"The One That Got Away","Cassadee Pope"
"2013-01-01",91,"Who Booty","Carrie Underwood"
"2013-01-01",92,"Take A Walk","Greg Bates"
"2013-01-01",93,"Tip It On Back","Future"
"2013-01-01",94,"Ready Or Not","The Lumineers"
"2013-01-01",95,"King Wizard","Kacey Musgraves"
"2013-01-01",96,"Ice","Jake Owen"
"2013-01-01",97,"Young & Gettin' It","Jonn Hart Featuring IamSU!"
"2013-01-01",98,"Representin'","Passion Pit"
"2013-01-01",99,"C'mon","Dierks Bentley"
"2013-01-01",100,"Crying On A Suitcase","Bridgit Mendler"
"2013-01-08",1,"Locked Out Of Heaven","Bruno Mars"
"2013-01-08",2,"I Knew You Were Trouble.","Taylor Swift"
"2013-01-08",3,"Diamonds","Rihanna"
"2013-01-08",4,"Ho Hey","The Lumineers"
"2013-01-08",5,"Beauty And A Beat","Justin Bieber Featuring Nicki Minaj"
"2013-01-08",6,"Gangnam Style","PSY"
"2013-01-08",7,"Die Young","Ke$ha"
"2013-01-08",8,"One More Night","Maroon 5"
"2013-01-08",9,"Home","Phillip Phillips"
"2013-01-08",10,"Thrift Shop","Macklemore & Ryan Lewis Featuring Wanz"
"2013-01-08",11,"I Cry","Flo Rida"
"2013-01-08",12,"Scream & Shout","will.i.am & Britney Spears"
"2013-01-08",13,"Some Nights","fun."
"2013-01-08",14,"Girl On Fire","Alicia Keys Featuring Nicki Minaj"
"2013-01-08",15,"Don't You Worry Child","Swedish House Mafia Featuring John Martin"
"2013-01-08",16,"The A Team","Ed Sheeran"
"2013-01-08",17,"We Are Never Ever Getting Back Together","Taylor Swift"
"2013-01-08",18,"Try","P!nk"
"2013-01-08",19,"Cruise","Florida Georgia Line Featuring Nelly"
"2013-01-08",20,"Swimming Pools (Drank)","Kendrick Lamar"
"2013-01-08",21,"It's Time","Imagine Dragons"
"2013-01-08",22,"Let Me Love You (Until You Learn To Love Yourself)","Ne-Yo"
"2013-01-08",23,"Clique","Kanye West, Jay-Z, Big Sean"
"2013-01-08",24,"As Long As You Love Me","Justin Bieber Featuring Big Sean"
"2013-01-08",25,"Wanted","Hunter Hayes"
"2013-01-08",26,"F**kin Problems","A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar"
"2013-01-08",27,"Call Me Maybe","Carly Rae Jepsen"
"2013-01-08",28,"Hall Of Fame","The Script Featuring will.i.am"
"2013-01-08",29,"No Worries","Lil Wayne Featuring Detail"
"2013-01-08",30,"I'm Different","2 Chainz"
"2013-01-08",31,"Don't Stop The Party","Pitbull Featuring TJR"
"2013-01-08",32,"Va Va Voom","Nicki Minaj"
"2013-01-08",33,"Little Things","One Direction"
"2013-01-08",34,"Too Close","Alex Clare"
"2013-01-08",35,"Bandz A Make Her Dance","Juicy J Featuring Lil Wayne & 2 Chainz"
"2013-01-08",36,"Catch My Breath","Kelly Clarkson"
"2013-01-08",37,"Don't Wake Me Up","Chris Brown"
"2013-01-08",38,"Little Talks","Of Monsters And Men"
"2013-01-08",39,"Better Dig Two","The Band Perry"
"2013-01-08",40,"Sweet Nothing","Calvin Harris Featuring Florence Welch"
"2013-01-08",41,"Every Storm (Runs Out Of Rain)","Gary Allan"
"2013-01-08",42,"Daylight","Maroon 5"
"2013-01-08",43,"Live While We're Young","One Direction"
"2013-01-08",44,"Adorn","Miguel"
"2013-01-08",45,"Thinkin Bout You","Frank Ocean"
"2013-01-08",46,"I Will Wait","Mumford & Sons"
"2013-01-08",47,"Blow Me (One Last Kiss)","P!nk"
"2013-01-08",48,"Somebody That I Used To Know","Gotye Featuring Kimbra"
"2013-01-08",49,"Ready Or Not","Bridgit Mendler"
"2013-01-08",50,"Lights","Ellie Goulding"
"2013-01-08",51,"Radioactive","Imagine Dragons"
"2013-01-08",52,"The Only Way I Know","Jason Aldean With Luke Bryan & Eric Church"
"2013-01-08",53,"Anything Could Happen","Ellie Goulding"
"2013-01-08",54,"How Country Feels","Randy Houser"
"2013-01-08",55,"Somebody's Heartbreak","Hunter Hayes"
"2013-01-08",56,"Love Sosa","Chief Keef"
"2013-01-08",57,"Goodbye In Her Eyes","Zac Brown Band"
"2013-01-08",58,"Feel Again","OneRepublic"
"2013-01-08",59,"Ball","T.I. Featuring Lil Wayne"
"2013-01-08",60,"Til My Last Day","Justin Moore"
"2013-01-08",61,"Beer Money","Kip Moore"
"2013-01-08",62,"Skyfall","Adele"
"2013-01-08",63,"Begin Again","Taylor Swift"
"2013-01-08",64,"Kiss Tomorrow Goodbye","Luke Bryan"
"2013-01-08",65,"Tornado","Little Big Town"
"2013-01-08",66,"Remember You","Wiz Khalifa Featuring The Weeknd"
"2013-01-08",67,"Creepin'","Eric Church"
"2013-01-08",68,"Wicked Games","The Weeknd"
"2013-01-08",69,"I Dreamed A Dream","NEW"
"2013-01-08",70,"Don't Judge Me","NEW"
"2013-01-08",71,"Southern Comfort Zone","Anne Hathaway"
"2013-01-08",72,"Guap","Chris Brown"
"2013-01-08",73,"Oath","Brad Paisley"
"2013-01-08",74,"Poetic Justice","Big Sean"
"2013-01-08",75,"Merry Go 'round","RE- ENTRY"
"2013-01-08",76,"Two Black Cadillacs","RE- ENTRY"
"2013-01-08",77,"All Gold Everything","Cher Lloyd Featuring Becky G"
"2013-01-08",78,"Madness","Kendrick Lamar Featuring Drake"
