"date","rank","song","artist"
"2018-01-01",1,"Perfect","Ed Sheeran"
"2018-01-01",2,"Rockstar","Post Malone Featuring 21 Savage"
"2018-01-01",3,"Havana","Camila Cabello Featuring Young Thug"
"2018-01-01",4,"Gucci Gang","Lil Pump"
"2018-01-01",5,"No Limit","G-Eazy Featuring A$AP Rocky & Cardi B"
"2018-01-01",6,"Thunder","Imagine Dragons"
"2018-01-01",7,"MotorSport","Migos, Nicki Minaj & Cardi B"
"2018-01-01",8,"Too Good At Goodbyes","Sam Smith"
"2018-01-01",9,"All I Want For Christmas Is You","Mariah Carey"
"2018-01-01",10,"Bad At Love","Halsey"
"2018-01-01",11,"River","NEW"
"2018-01-01",12,"Bodak Yellow (Money Moves)","NEW"
"2018-01-01",13,"New Rules","Eminem Featuring Ed Sheeran"
"2018-01-01",14,"Gummo","Cardi B"
"2018-01-01",15,"Him & I","Dua Lipa"
"2018-01-01",16,"I Fall Apart","6ix9ine"
"2018-01-01",17,"What Lovers Do","G-Eazy & Halsey"
"2018-01-01",18,"Let You Down","Post Malone"
"2018-01-01",19,"I Get The Bag","Maroon 5 Featuring SZA"
"2018-01-01",20,"Feel It Still","Gucci Mane Featuring Migos"
"2018-01-01",21,"Sorry Not Sorry","Portugal. The Man"
"2018-01-01",22,"Love.","Demi Lovato"
"2018-01-01",23,"Wolves","Kendrick Lamar Featuring Zacari"
"2018-01-01",24,"Shape Of You","Selena Gomez X Marshmello"
"2018-01-01",25,"Mi Gente","Ed Sheeran"
"2018-01-01",26,"Plain Jane","J Balvin & Willy William Featuring Beyonce"
"2018-01-01",27,"The Way Life Goes","A$AP Ferg Featuring Nicki Minaj"
"2018-01-01",28,"Meant To Be","Lil Uzi Vert Featuring Nicki Minaj"
"2018-01-01",29,"The Weekend","Bebe Rexha & Florida Georgia Line"
"2018-01-01",30,"Rockin' Around The Christmas Tree","SZA"
"2018-01-01",31,"How Long","Brenda Lee"
"2018-01-01",32,"It's The Most Wonderful Time Of The Year","Charlie Puth"
"2018-01-01",33,"Young Dumb & Broke","Andy Williams"
"2018-01-01",34,"1-800-273-8255","Khalid"
"2018-01-01",35,"Bank Account","Logic Featuring Alessia Cara & Khalid"
"2018-01-01",36,"Despacito","21 Savage"
"2018-01-01",37,"The Christmas Song (Merry Christmas To You)","Luis Fonsi & Daddy Yankee Featuring Justin Bieber"
"2018-01-01",38,"A Holly Jolly Christmas","Nat ""King"" Cole"
"2018-01-01",39,"Silence","Burl Ives"
"2018-01-01",40,"Believer","Marshmello Featuring Khalid"
"2018-01-01",41,"Sky Walker","Imagine Dragons"
"2018-01-01",42,"End Game","Miguel Featuring Travis Scott"
"2018-01-01",43,"Last Christmas","Taylor Swift Featuring Ed Sheeran & Future"
"2018-01-01",44,"Attention","Wham!"
"2018-01-01",45,"Ric Flair Drip","Charlie Puth"
"2018-01-01",46,"Lemon","Offset & Metro Boomin"
"2018-01-01",47,"Unforgettable","N*E*R*D & Rihanna"
"2018-01-01",48,"That's What I Like","French Montana Featuring Swae Lee"
"2018-01-01",49,"Feliz Navidad","Bruno Mars"
"2018-01-01",50,"Jingle Bell Rock","RE- ENTRY"
"2018-01-01",51,"Roll In Peace","RE- ENTRY"
"2018-01-01",52,"Let Me Go","Jose Feliciano"
"2018-01-01",53,"Pills And Automobiles","RE- ENTRY"
"2018-01-01",54,"Kooda","RE- ENTRY"
"2018-01-01",55,"Rubbin Off The Paint","Bobby Helms"
"2018-01-01",56,"Like I Loved You","Kodak Black Featuring XXXTENTACION"
"2018-01-01",57,"Lights Down Low","Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt"
"2018-01-01",58,"Candy Paint","Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black"
"2018-01-01",59,"...Ready For It?","6ix9ine"
"2018-01-01",60,"Greatest Love Story","YBN Nahmir"
"2018-01-01",61,"Good Old Days","Brett Young"
"2018-01-01",62,"What About Us","MAX Featuring gnash"
"2018-01-01",63,"Marry Me","Post Malone"
"2018-01-01",64,"Codeine Dreaming","Taylor Swift"
"2018-01-01",65,"I'll Name The Dogs","LANCO"
"2018-01-01",66,"Yours","Macklemore Featuring Kesha"
"2018-01-01",67,"Tennessee Rain","P!nk"
"2018-01-01",68,"The Race","Thomas Rhett"
"2018-01-01",69,"Wish I Didn't Love You","Kodak Black Featuring Lil Wayne"
"2018-01-01",70,"Round Here Buzz","Blake Shelton"
"2018-01-01",71,"My Dawg","Russell Dickerson"
"2018-01-01",72,"Light It Up","NEW"
"2018-01-01",73,"Tell Me You Love Me","NEW"
"2018-01-01",74,"Pick It Up","Addison Agen"
"2018-01-01",75,"Echame La Culpa","RE- ENTRY"
"2018-01-01",76,"Look What You Made Me Do","RE- ENTRY"
"2018-01-01",77,"Betrayed","Tay-K"
"2018-01-01",78,"Losing Sleep","NEW"
"2018-01-01",79,"MIC Drop","NEW"
"2018-01-01",80,"No Smoke","Chloe Kohanski"
"2018-01-01",81,"I Could Use A Love Song","Eric Church"
"2018-01-01",82,"Ice Tray","Lil Baby"
"2018-01-01",83,"You Broke Up With Me","Luke Bryan"
"2018-01-01",84,"I Pray","Demi Lovato"
"2018-01-01",85,"Wanted You","Famous Dex Featuring A$AP Rocky"
"2018-01-01",86,"Mayores","Luis Fonsi & Demi Lovato"
"2018-01-01",87,"Walk On Water","Taylor Swift"
"2018-01-01",88,"Dusk Till Dawn","Lil Xan"
"2018-01-01",89,"Written In The Sand","Chris Young"
"2018-01-01",90,"Home","BTS Featuring Desiigner"
"2018-01-01",91,"F**k Love","YoungBoy Never Broke Again"
"2018-01-01",92,"Believe","Maren Morris"
"2018-01-01",93,"Juice","NEW"
"2018-01-01",94,"Dark Knight Dummo","NEW"
"2018-01-01",95,"When We","Quavo & Lil Yachty"
"2018-01-01",96,"Five More Minutes","Walker Hayes"
"2018-01-01",97,"Too Much To Ask","NEW"
"2018-01-01",98,"Never Be The Same","NEW"
"2018-01-01",99,"All On Me","Red Marlow"
"2018-01-01",100,"Legends","NAV Featuring Lil Uzi Vert"
